step,timestamp,encoder,SIN_P,COS_P,SIN_N,COS_N,cycle,direction,theta,alpha,angle_error,ideal_tmp,actual_tmp,IND
46,10:35:40,635,16727,15745,9854,10847,150,CW,259.515,260.2271302,0.712130201,110.4616,74.35613333,19416
47,10:35:40,622,16483,16067,10116,10532,150,CW,265.113,265.9374811,0.824481076,110.4616,74.35613333,19417
48,10:35:41,631,16104,16284,10344,10183,150,CW,270.792,271.7732584,0.981258363,110.4616,74.35613333,19418
49,10:35:41,637,15875,16637,10712,9971,150,CW,276.525,277.5498497,1.024849712,110.6289,74.5222,19419
50,10:35:41,624,15547,16860,11049,9732,150,CW,282.141,283.2222423,1.08124235,110.6289,74.5222,19420
51,10:35:41,620,15195,17054,11396,9535,150,CW,287.721,288.8167491,1.09574914,110.6289,74.5222,19421
52,10:35:42,625,14815,17212,11756,9373,150,CW,293.346,294.4285734,1.082573425,110.7962,74.68826667,19422
53,10:35:42,636,14425,17336,12149,9241,150,CW,299.07,300.1385632,1.068563179,110.7962,74.68826667,19423
54,10:35:42,627,14046,17422,12550,9159,150,CW,304.713,305.6423134,0.929313405,110.7962,74.68826667,19424
55,10:35:43,639,13626,17458,12948,9118,150,CW,310.464,311.2858142,0.821814206,110.7962,74.68826667,19425
56,10:35:43,623,13223,17453,13341,9114,150,CW,316.071,316.7374829,0.666482875,110.9635,74.85433333,19426
57,10:35:43,633,12821,17407,13755,9153,150,CW,321.768,322.3402941,0.572294054,110.9635,74.85433333,19427
58,10:35:44,622,12428,17329,14150,9240,150,CW,327.366,327.8267888,0.460788796,110.9635,74.85433333,19428
59,10:35:44,624,12040,17213,14538,9370,150,CW,332.982,333.3681502,0.38615019,111.1308,75.0204,19429
60,10:35:44,627,11663,17048,14927,9529,150,CW,338.625,339.0285963,0.403596254,111.1308,75.0204,19430
61,10:35:44,622,11299,16836,15283,9715,150,CW,344.223,344.6283591,0.405359079,111.1308,75.0204,19431
62,10:35:45,637,10943,16611,15634,9957,150,CW,349.956,350.4027635,0.446763497,111.2981,75.18646667,19432
63,10:35:45,627,10611,16344,15959,10219,150,CW,355.599,356.151973,0.552972963,111.2981,75.18646667,19433
64,10:35:46,637,10301,16027,16258,10501,150,CW,361.332,361.9778345,0.645834529,111.2981,75.18646667,19434
0,10:35:49,178,10251,15961,16208,10482,150,CCW,362.934,362.2139347,-0.720065287,111.2981,75.18646667,19435
1,10:35:50,-599,10554,16254,15932,10202,150,CCW,357.543,356.6353926,-0.907607376,111.4654,75.35253333,19436
2,10:35:50,-624,10878,16523,15608,9942,150,CCW,351.927,350.9089929,-1.018007066,111.4654,75.35253333,19437
3,10:35:50,-631,11230,16772,15261,9714,150,CCW,346.248,345.1195321,-1.12846789,111.4654,75.35253333,19438
4,10:35:50,-625,11589,16965,14901,9509,150,CCW,340.623,339.5015012,-1.121498753,111.6327,75.5186,19439
5,10:35:51,-636,11977,17132,14522,9342,150,CCW,334.899,333.7846719,-1.114328129,111.6327,75.5186,19440
6,10:35:51,-627,12348,17244,14115,9212,150,CCW,329.256,328.2099705,-1.046029524,111.6327,75.5186,19441
7,10:35:51,-632,12759,17355,13731,9140,150,CCW,323.568,322.6292844,-0.938715562,111.6327,75.5186,19442
8,10:35:52,-595,13155,17394,13347,9091,150,CCW,318.213,317.2493123,-0.96368774,111.8,75.68466667,19443
9,10:35:52,-655,13558,17392,12937,9087,150,CCW,312.318,311.6580861,-0.659913882,111.8,75.68466667,19444
10,10:35:52,-637,13963,17366,12531,9137,150,CCW,306.585,306.0362725,-0.548727451,111.8,75.68466667,19445
11,10:35:52,-613,14349,17284,12142,9211,150,CCW,301.068,300.5586946,-0.509305418,111.9673,75.85073333,19446
12,10:35:53,-651,14748,17163,11758,9333,150,CCW,295.209,294.8541486,-0.354851391,111.9673,75.85073333,19447
13,10:35:53,-621,15106,17004,11384,9494,150,CCW,289.62,289.2700417,-0.349958317,111.9673,75.85073333,19448
14,10:35:53,-623,15462,16811,11026,9697,150,CCW,284.013,283.5386654,-0.474334551,112.1346,76.0168,19449
15,10:35:54,-632,15800,16579,10701,9923,150,CCW,278.325,277.8637024,-0.461297598,112.1346,76.0168,19450
16,10:35:54,-615,16042,16249,10349,10142,150,CCW,272.79,272.1482256,-0.641774381,112.1346,76.0168,19451
17,10:35:54,-644,16389,16032,10097,10483,150,CCW,266.994,266.3597739,-0.63422614,112.1346,76.0168,19452
18,10:35:55,-619,16634,15710,9842,10791,150,CCW,261.423,260.6798527,-0.743147349,112.3019,76.18286667,19453
19,10:35:55,-626,16877,15371,9625,11140,150,CCW,255.789,254.8462341,-0.942765907,112.3019,76.18286667,19454
20,10:35:55,-643,17059,15009,9432,11497,150,CCW,250.002,249.1487898,-0.853210234,112.3019,76.18286667,19455
21,10:35:55,-633,17213,14638,9278,11883,150,CCW,244.305,243.4293622,-0.875637773,112.4692,76.34893333,19456
22,10:35:56,-625,17320,14246,9168,12262,150,CCW,238.68,237.8481252,-0.83187477,112.4692,76.34893333,19457
23,10:35:56,-624,17391,13854,9100,12650,150,CCW,233.064,232.3494706,-0.71452935,112.4692,76.34893333,19458
24,10:35:56,-614,17420,13464,9068,13056,150,CCW,227.538,226.8320271,-0.70597288,112.4692,76.34893333,19459
25,10:35:57,-636,17405,13061,9081,13456,150,CCW,221.814,221.3005171,-0.513482903,112.6365,76.515,19460
26,10:35:57,-639,17355,12653,9140,13854,150,CCW,216.063,215.7167261,-0.34627386,112.6365,76.515,19461
27,10:35:57,-597,17256,12270,9230,14242,150,CCW,210.69,210.279767,-0.41023302,112.6365,76.515,19462
28,10:35:57,-654,17116,11883,9365,14640,150,CCW,204.804,204.5891302,-0.214869753,112.8038,76.68106667,19463
29,10:35:58,-623,16951,11511,9546,15013,150,CCW,199.197,198.9733181,-0.223681947,112.8038,76.68106667,19464
30,10:35:58,-621,16740,11142,9758,15370,150,CCW,193.608,193.2299996,-0.37800042,112.8038,76.68106667,19465
31,10:35:58,-622,16495,10810,9991,15705,150,CCW,188.01,187.6216799,-0.388320115,112.9711,76.84713333,19466
32,10:35:59,-605,16224,10502,10264,16022,150,CCW,182.565,181.9572165,-0.607783479,112.9711,76.84713333,19467
33,10:35:59,-643,15919,10198,10568,16304,150,CCW,176.778,176.1769414,-0.601058553,113.1384,77.0132,19468
34,10:35:59,-622,15598,9936,10894,16570,150,CCW,171.18,170.4678633,-0.712136708,113.6403,77.5114,19469
35,10:36:00,-613,15237,9699,11235,16801,150,CCW,165.663,164.7033778,-0.959622244,113.8076,77.67746667,19470
36,10:36:00,-630,14890,9504,11606,17004,150,CCW,159.993,159.1017278,-0.89127215,113.8076,77.67746667,19471
37,10:36:00,-630,14507,9331,11987,17155,150,CCW,154.323,153.4397588,-0.883241228,113.8076,77.67746667,19472
38,10:36:00,-620,14110,9211,12376,17285,150,CCW,148.743,147.811495,-0.931505043,113.9749,77.84353333,19473
39,10:36:01,-618,13722,9132,12770,17375,150,CCW,143.181,142.3494245,-0.83157554,113.9749,77.84353333,19474
40,10:36:01,-614,13322,9079,13163,17399,150,CCW,137.655,136.8949738,-0.760026222,113.9749,77.84353333,19475
41,10:36:01,-615,12911,9059,13542,17377,150,CCW,132.12,131.4677524,-0.652247581,114.1422,78.0096,19476
42,10:36:02,-631,12527,9121,13971,17377,150,CCW,126.441,125.8567556,-0.584244426,114.1422,78.0096,19477
43,10:36:02,-615,12133,9195,14353,17284,150,CCW,120.906,120.3705238,-0.535476212,114.1422,78.0096,19478
44,10:36:02,-638,11745,9312,14749,17152,150,CCW,115.164,114.6580748,-0.505925248,114.1422,78.0096,19479
45,10:36:02,-613,11379,9472,15107,16995,150,CCW,109.647,109.1446918,-0.502308221,114.3095,78.17566667,19480
46,10:36:03,-620,11019,9664,15453,16798,150,CCW,104.067,103.4998361,-0.567163935,114.3095,78.17566667,19481
47,10:36:03,-619,10696,9892,15793,16568,150,CCW,98.496,97.83988164,-0.65611836,114.3095,78.17566667,19482
48,10:36:03,-603,10390,10151,16102,16310,150,CCW,93.069,92.18501685,-0.883983151,114.4768,78.34173333,19483
49,10:36:04,-643,10099,10443,16379,16017,150,CCW,87.282,86.44008652,-0.841913477,114.4768,78.34173333,19484
50,10:36:04,-614,9846,10752,16631,15702,150,CCW,81.756,80.78575207,-0.97024793,114.4768,78.34173333,19485
51,10:36:04,-628,9629,11089,16864,15354,150,CCW,76.104,75.02229068,-1.081709316,114.4768,78.34173333,19486
52,10:36:05,-623,9443,11451,17050,15007,150,CCW,70.497,69.40681486,-1.090185135,114.6441,78.5078,19487
53,10:36:05,-631,9280,11828,17192,14625,150,CCW,64.818,63.68924525,-1.128754749,114.6441,78.5078,19488
54,10:36:05,-619,9176,12204,17305,14237,150,CCW,59.247,58.15851483,-1.088485175,114.6441,78.5078,19489
55,10:36:05,-614,9114,12597,17388,13858,150,CCW,53.721,52.70991265,-1.011087346,114.8114,78.67386667,19490
56,10:36:06,-616,9079,12992,17407,13467,150,CCW,48.177,47.26706883,-0.90993117,114.8114,78.67386667,19491
57,10:36:06,-628,9091,13394,17398,13063,150,CCW,42.525,41.71226042,-0.812739584,114.8114,78.67386667,19492
58,10:36:06,-632,9150,13796,17348,12659,150,CCW,36.837,36.12477513,-0.712224869,114.9787,78.83993333,19493
59,10:36:07,-597,9239,14178,17251,12277,150,CCW,31.464,30.7323888,-0.731611197,114.9787,78.83993333,19494
60,10:36:07,-655,9375,14581,17113,11891,150,CCW,25.569,25.00757281,-0.56142719,114.9787,78.83993333,19495
61,10:36:07,-622,9547,14943,16939,11512,150,CCW,19.971,19.40364707,-0.56735293,114.9787,78.83993333,19496
62,10:36:07,-628,9761,15299,16730,11150,150,CCW,14.319,13.68861911,-0.63038089,115.146,79.006,19497
63,10:36:08,-615,9996,15643,16495,10826,150,CCW,8.784,8.081805984,-0.702194016,115.146,79.006,19498
64,10:36:09,-622,10248,15939,16198,10497,150,CCW,3.186,2.368681598,-0.817318402,115.146,79.006,19499
0,10:36:13,183,10305,15999,16246,10522,151,CW,1.647,2.128639355,0.481639355,115.3133,79.17206667,19500
1,10:36:13,584,10059,15713,16537,10844,151,CW,6.903,7.69207195,0.78907195,115.3133,79.17206667,19501
2,10:36:14,622,9810,15385,16774,11184,151,CW,12.501,13.35098679,0.849986794,115.3133,79.17206667,19502
3,10:36:14,619,9599,15024,16978,11532,151,CW,18.072,18.97677377,0.90477377,115.3133,79.17206667,19503
4,10:36:14,628,9429,14645,17160,11900,151,CW,23.724,24.62927612,0.905276118,115.4806,79.33813333,19504
5,10:36:14,633,9290,14258,17302,12298,151,CW,29.421,30.33586702,0.91486702,115.4806,79.33813333,19505
6,10:36:15,613,9183,13866,17386,12680,151,CW,34.938,35.79643585,0.858435845,115.4806,79.33813333,19506
7,10:36:15,636,9131,13459,17446,13080,151,CW,40.662,41.38736114,0.725361135,115.6479,79.5042,19507
8,10:36:15,623,9124,13063,17470,13485,151,CW,46.269,46.90023565,0.631235646,115.6479,79.5042,19508
9,10:36:16,629,9142,12659,17430,13884,151,CW,51.93,52.45562678,0.525626775,115.6479,79.5042,19509
10,10:36:16,613,9206,12269,17357,14262,151,CW,57.447,57.85946454,0.412464543,115.8152,79.67026667,19510
11,10:36:16,614,9324,11897,17269,14650,151,CW,62.973,63.3316551,0.358655095,115.8152,79.67026667,19511
12,10:36:16,626,9467,11519,17109,15023,151,CW,68.607,68.98126125,0.374261246,115.8152,79.67026667,19512
13,10:36:17,625,9652,11167,16923,15390,151,CW,74.232,74.64684486,0.414844864,115.8152,79.67026667,19513
14,10:36:17,626,9875,10819,16703,15721,151,CW,79.866,80.33994374,0.473943736,115.9825,79.83633333,19514
15,10:36:17,616,10126,10504,16457,16036,151,CW,85.41,85.98395537,0.573955373,115.9825,79.83633333,19515
16,10:36:18,631,10408,10218,16168,16344,151,CW,91.089,91.7803281,0.691328103,115.9825,79.83633333,19516
17,10:36:18,624,10719,9956,15860,16606,151,CW,96.705,97.481336,0.776336004,116.1498,80.0024,19517
18,10:36:18,619,11050,9719,15528,16825,151,CW,102.276,103.1293187,0.853318745,116.1498,80.0024,19518
19,10:36:19,611,11396,9527,15179,17027,151,CW,107.775,108.7215146,0.946514606,116.1498,80.0024,19519
20,10:36:19,618,11761,9375,14817,17200,151,CW,113.337,114.2728846,0.935884625,116.1498,80.0024,19520
21,10:36:19,630,12150,9242,14428,17315,151,CW,119.007,119.9410683,0.934068296,116.3171,80.16846667,19521
22,10:36:19,619,12542,9162,14045,17403,151,CW,124.578,125.4233571,0.845357147,116.3171,80.16846667,19522
23,10:36:20,633,12931,9114,13616,17434,151,CW,130.275,131.0821632,0.807163203,116.3171,80.16846667,19523
24,10:36:20,614,13345,9129,13244,17463,151,CW,135.801,136.4787638,0.677763785,116.4844,80.33453333,19524
25,10:36:20,624,13747,9167,12843,17415,151,CW,141.417,142.0016101,0.58461012,116.4844,80.33453333,19525
26,10:36:21,616,14144,9253,12447,17343,151,CW,146.961,147.524006,0.563006012,116.4844,80.33453333,19526
27,10:36:21,621,14522,9373,12049,17217,151,CW,152.55,153.0757009,0.525700904,116.6517,80.5006,19527
28,10:36:21,618,14907,9534,11679,17058,151,CW,158.112,158.6703341,0.558334124,116.6517,80.5006,19528
29,10:36:21,617,15274,9730,11321,16870,151,CW,163.665,164.271241,0.60624099,116.6517,80.5006,19529
30,10:36:22,630,15616,9967,10962,16638,151,CW,169.335,170.0320672,0.697067166,116.6517,80.5006,19530
31,10:36:22,623,15939,10229,10635,16373,151,CW,174.942,175.7559662,0.813966246,116.819,80.66666667,19531
32,10:36:22,632,16250,10519,10329,16070,151,CW,180.63,181.6157876,0.985787614,116.819,80.66666667,19532
33,10:36:23,619,16533,10842,10060,15774,151,CW,186.201,187.2912758,1.090275788,116.9863,80.83273333,19533
34,10:36:23,617,16761,11176,9811,15435,151,CW,191.754,192.9377808,1.183780829,117.4882,81.33093333,19534
35,10:36:23,620,16977,11530,9609,15080,151,CW,197.334,198.574081,1.240081009,117.6555,81.497,19535
36,10:36:24,626,17158,11901,9432,14706,151,CW,202.968,204.2316919,1.26369194,117.6555,81.497,19536
37,10:36:24,630,17293,12294,9286,14319,151,CW,208.638,209.908594,1.27059396,117.6555,81.497,19537
38,10:36:24,619,17396,12686,9195,13933,151,CW,214.209,215.4055215,1.196521523,117.6555,81.497,19538
39,10:36:24,634,17447,13085,9136,13515,151,CW,219.915,221.0726854,1.157685389,117.8228,81.66306667,19539
40,10:36:25,630,17470,13492,9124,13129,151,CW,225.585,226.5422674,0.95726745,117.8228,81.66306667,19540
41,10:36:25,633,17432,13886,9144,12722,151,CW,231.282,232.0971841,0.815184114,117.8228,81.66306667,19541
42,10:36:25,618,17368,14270,9216,12329,151,CW,236.844,237.5763149,0.732314851,117.9901,81.82913333,19542
43,10:36:26,620,17270,14650,9327,11951,151,CW,242.424,243.0595778,0.635577823,117.9901,81.82913333,19543
44,10:36:26,630,17112,15031,9471,11579,151,CW,248.094,248.7416564,0.647656422,117.9901,81.82913333,19544
45,10:36:26,633,16917,15388,9655,11212,151,CW,253.791,254.490084,0.699084004,117.9901,81.82913333,19545
46,10:36:26,636,16703,15725,9885,10865,151,CW,259.515,260.2455244,0.730524401,118.1574,81.9952,19546
47,10:36:27,623,16460,16045,10137,10558,151,CW,265.122,265.8934121,0.771412106,118.1574,81.9952,19547
48,10:36:27,628,16081,16261,10365,10211,151,CW,270.774,271.7556971,0.981697107,118.1574,81.9952,19548
49,10:36:27,636,15856,16604,10733,9991,151,CW,276.498,277.5434799,1.045479889,118.3247,82.16126667,19549
50,10:36:28,626,15532,16834,11067,9760,151,CW,282.132,283.2108443,1.078844283,118.3247,82.16126667,19550
51,10:36:28,622,15173,17027,11406,9566,151,CW,287.73,288.8242568,1.094256821,118.3247,82.16126667,19551
52,10:36:28,622,14809,17186,11773,9404,151,CW,293.328,294.4197999,1.091799878,118.492,82.32733333,19552
53,10:36:29,638,14420,17304,12165,9270,151,CW,299.07,300.1465949,1.076594947,118.492,82.32733333,19553
54,10:36:29,625,14030,17387,12548,9191,151,CW,304.695,305.6338091,0.938809056,118.492,82.32733333,19554
55,10:36:29,639,13624,17434,12952,9152,151,CW,310.446,311.2702202,0.82422015,118.492,82.32733333,19555
56,10:36:29,624,13231,17426,13349,9146,151,CW,316.062,316.7163933,0.654393321,118.6593,82.4934,19556
57,10:36:30,632,12833,17377,13752,9186,151,CW,321.75,322.257919,0.507919008,118.6593,82.4934,19557
58,10:36:30,623,12437,17304,14147,9277,151,CW,327.357,327.8051778,0.448177771,118.6593,82.4934,19558
59,10:36:30,626,12047,17180,14530,9394,151,CW,332.991,333.3587519,0.36775193,118.8266,82.65946667,19559
60,10:36:31,626,11679,17022,14920,9555,151,CW,338.625,338.9963115,0.371311473,118.8266,82.65946667,19560
61,10:36:31,621,11316,16816,15269,9749,151,CW,344.214,344.5952006,0.381200608,118.8266,82.65946667,19561
62,10:36:31,637,10959,16578,15610,9980,151,CW,349.947,350.3733187,0.426318705,118.8266,82.65946667,19562
63,10:36:31,626,10641,16327,15949,10244,151,CW,355.581,356.1106879,0.529687909,118.9939,82.82553333,19563
64,10:36:32,637,10323,16001,16235,10521,151,CW,361.314,361.9782912,0.664291212,118.9939,82.82553333,19564
0,10:36:36,175,10277,15932,16181,10499,151,CCW,362.889,362.1790683,-0.709931709,118.9939,82.82553333,19565
1,10:36:36,-596,10577,16228,15912,10227,151,CCW,357.525,356.6235291,-0.901470881,119.1612,82.9916,19566
2,10:36:36,-625,10898,16502,15589,9972,151,CCW,351.9,350.8694784,-1.030521593,119.1612,82.9916,19567
3,10:36:37,-632,11242,16742,15241,9740,151,CCW,346.212,345.0911174,-1.120882624,119.1612,82.9916,19568
4,10:36:37,-624,11601,16931,14887,9537,151,CCW,340.596,339.4817076,-1.114292402,119.3285,83.15766667,19569
5,10:36:37,-635,11986,17096,14507,9374,151,CCW,334.881,333.7430153,-1.137984703,119.3285,83.15766667,19570
6,10:36:37,-628,12347,17201,14097,9243,151,CCW,329.229,328.1754539,-1.053546114,119.3285,83.15766667,19571
7,10:36:38,-629,12760,17316,13724,9168,151,CCW,323.568,322.6001169,-0.967883121,119.3285,83.15766667,19572
8,10:36:38,-602,13154,17353,13337,9120,151,CCW,318.15,317.1712749,-0.978725057,119.4958,83.32373333,19573
9,10:36:38,-639,13548,17362,12940,9122,151,CCW,312.399,311.6898449,-0.709155119,119.4958,83.32373333,19574
10,10:36:39,-637,13947,17327,12536,9164,151,CCW,306.666,306.0800715,-0.585928507,119.4958,83.32373333,19575
11,10:36:39,-618,14334,17242,12151,9238,151,CCW,301.104,300.5753782,-0.528621801,119.6631,83.4898,19576
12,10:36:39,-652,14724,17123,11769,9359,151,CCW,295.236,294.9045349,-0.331465059,119.6631,83.4898,19577
13,10:36:40,-621,15091,16982,11405,9527,151,CCW,289.647,289.3155397,-0.331460292,119.6631,83.4898,19578
14,10:36:40,-628,15438,16784,11049,9720,151,CCW,283.995,283.6285173,-0.366482701,119.6631,83.4898,19579
15,10:36:40,-631,15776,16547,10719,9944,151,CCW,278.316,277.8708468,-0.445153241,119.8304,83.65586667,19580
16,10:36:40,-602,16022,16228,10374,10165,151,CCW,272.898,272.1726145,-0.725385486,119.8304,83.65586667,19581
17,10:36:41,-652,16363,16009,10124,10504,151,CCW,267.03,266.3821154,-0.647884568,119.8304,83.65586667,19582
18,10:36:41,-619,16614,15698,9877,10811,151,CCW,261.459,260.736194,-0.722805959,119.9977,83.82193333,19583
19,10:36:41,-637,16840,15349,9649,11145,151,CCW,255.726,254.9131751,-0.812824925,119.9977,83.82193333,19584
20,10:36:42,-634,17030,14997,9460,11510,151,CCW,250.02,249.1734855,-0.846514502,119.9977,83.82193333,19585
21,10:36:42,-636,17177,14625,9305,11886,151,CCW,244.296,243.4867175,-0.809282486,120.165,83.988,19586
22,10:36:42,-621,17292,14245,9203,12268,151,CCW,238.707,237.924009,-0.782990954,120.165,83.988,19587
23,10:36:42,-622,17356,13848,9127,12651,151,CCW,233.109,232.3825616,-0.726438404,120.165,83.988,19588
24,10:36:43,-607,17386,13467,9098,13050,151,CCW,227.646,226.934831,-0.711169004,120.165,83.988,19589
25,10:36:43,-644,17372,13066,9112,13452,151,CCW,221.85,221.3591085,-0.490891511,120.165,83.988,19590
26,10:36:43,-638,17328,12665,9171,13847,151,CCW,216.108,215.8039948,-0.304005191,120.3317,84.15156667,19591
27,10:36:44,-601,17239,12285,9264,14234,151,CCW,210.699,210.3627627,-0.336237256,120.3317,84.15156667,19592
28,10:36:44,-650,17082,11895,9391,14621,151,CCW,204.849,204.6617601,-0.18723988,120.3317,84.15156667,19593
29,10:36:44,-621,16920,11525,9569,14990,151,CCW,199.26,199.0512553,-0.208744706,120.4984,84.31513333,19594
30,10:36:45,-629,16722,11168,9786,15353,151,CCW,193.599,193.3221011,-0.276898916,120.4984,84.31513333,19595
31,10:36:45,-623,16471,10830,10015,15684,151,CCW,187.992,187.6477054,-0.344294609,120.4984,84.31513333,19596
32,10:36:45,-608,16204,10523,10280,15993,151,CCW,182.52,182.0370302,-0.482969838,120.4984,84.31513333,19597
33,10:36:45,-631,15899,10222,10583,16277,151,CCW,176.841,176.2193046,-0.621695421,120.6651,84.4787,19598
34,10:36:46,-622,15588,9965,10912,16548,151,CCW,171.243,170.502722,-0.740278039,120.8318,84.64226667,19599
35,10:36:46,-627,15231,9729,11248,16775,151,CCW,165.6,164.7650118,-0.834988172,121.4986,85.29653333,19600
