cycle,encoder_error_cw,encoder_error_ccw
4468,16775271.0,16775268.0
4469,16775264.0,16775270.0
4470,16775267.0,16775268.0
4471,16775274.0,16775275.0
4472,16775270.0,16775268.0
4473,16775267.0,16775267.0
4474,16775269.0,16775268.0
4475,16775268.0,16775269.0
4476,16775264.0,16775269.0
4477,16775274.0,16775275.0
4478,16775273.0,16775275.0
4479,16775272.0,16775275.0
4480,16775281.0,16775285.0
4481,16775277.0,16775275.0
4482,16775272.0,16775267.0
4483,16775262.0,16775262.0
4484,16775265.0,16775269.0
4485,16775269.0,16775269.0
4486,16775271.0,16775276.0
4487,16775270.0,16775267.0
4488,16775263.0,16775263.0
4489,16775264.0,16775263.0
4490,16775264.0,16775269.0
4491,16775270.0,16775268.0
4492,16775264.0,16775262.0
4493,16775262.0,16775263.0
4494,16775263.0,16775263.0
4495,16775263.0,16775263.0
4496,16775264.0,16775262.0
4497,16775270.0,16775269.0
4498,16775277.0,16775275.0
4499,16775272.0,16775274.0
4500,16775273.0,16775276.0
4501,16775274.0,16775278.0
4502,16775273.0,16775274.0
4503,16775278.0,16775284.0
4504,16775280.0,16775282.0
4505,16775279.0,16775283.0
4506,16775282.0,16775282.0
4507,16775287.0,16775289.0
4508,16775289.0,16775293.0
4509,16775297.0,16775293.0
4510,16775294.0,16775292.0
4511,16775298.0,16775294.0
4512,16775291.0,16775290.0
4513,16775291.0,16775293.0
4514,16775291.0,16775291.0
4515,16775284.0,16775284.0
4516,16775277.0,16775278.0
4517,16775284.0,16775288.0
4518,16775289.0,16775288.0
4519,16775285.0,16775288.0
4520,16775290.0,16775288.0
4521,16775285.0,16775284.0
4522,16775278.0,16775275.0
4523,16775277.0,16775275.0
4524,16775273.0,16775268.0
4525,16775270.0,16775275.0
4526,16775271.0,16775268.0
4527,16775274.0,16775277.0
4528,16775281.0,16775285.0
4529,16775276.0,16775277.0
4530,16775274.0,16775275.0
4531,16775277.0,16775275.0
4532,16775273.0,16775275.0
4533,16775275.0,16775275.0
4534,16775275.0,16775275.0
4535,16775273.0,16775278.0
4536,16775277.0,16775275.0
4537,16775271.0,16775268.0
4538,16775272.0,16775268.0
4539,16775274.0,16775274.0
4540,16775273.0,16775278.0
4541,16775279.0,16775285.0
4542,16775285.0,16775288.0
4543,16775289.0,16775290.0
4544,16775286.0,16775290.0
4545,16775290.0,16775288.0
4546,16775285.0,16775282.0
4547,16775279.0,16775281.0
4548,16775276.0,16775275.0
4549,16775281.0,16775282.0
4550,16775289.0,16775288.0
4551,16775289.0,16775290.0
4552,16775285.0,16775282.0
4553,16775277.0,16775275.0
4554,16775271.0,16775268.0
4555,16775271.0,16775275.0
4556,16775280.0,16775285.0
4557,16775277.0,16775278.0
4558,16775276.0,16775276.0
4559,16775284.0,16775285.0
4560,16775279.0,16775279.0
4561,16775275.0,16775278.0
4562,16775279.0,16775278.0
4563,16775272.0,16775276.0
4564,16775274.0,16775275.0
4565,16775276.0,16775279.0
4566,16775273.0,16775268.0
4567,16775266.0,16775270.0
4568,16775277.0,16775276.0
4569,16775284.0,16775286.0
4570,16775285.0,16775284.0
4571,16775285.0,16775289.0
4572,16775289.0,16775289.0
4573,16775290.0,16775293.0
4574,16775291.0,16775289.0
4575,16775291.0,16775292.0
4576,16775286.0,16775286.0
4577,16775280.0,16775285.0
4578,16775280.0,16775284.0
4579,16775282.0,16775286.0
4580,16775280.0,16775275.0
4581,16775273.0,16775276.0
4582,16775274.0,16775279.0
4583,16775280.0,16775286.0
4584,16775280.0,16775276.0
4585,16775276.0,16775275.0
4586,16775275.0,16775282.0
4587,16775282.0,16775286.0
4588,16775289.0,16775291.0
4589,16775290.0,16775291.0
4590,16775290.0,16775289.0
4591,16775287.0,16775283.0
4592,16775283.0,16775282.0
4593,16775283.0,16775282.0
4594,16775281.0,16775285.0
4595,16775285.0,16775285.0
4596,16775280.0,16775275.0
4597,16775278.0,16775278.0
4598,16775278.0,16775278.0
4599,16775280.0,16775283.0
4600,16775282.0,16775283.0
4601,16775279.0,16775276.0
4602,16775271.0,16775275.0
4603,16775273.0,16775278.0
4604,16775277.0,16775282.0
4605,16775280.0,16775282.0
4606,16775278.0,16775283.0
4607,16775282.0,16775283.0
4608,16775278.0,16775282.0
4609,16775279.0,16775285.0
4610,16775289.0,16775289.0
4611,16775286.0,16775289.0
4612,16775290.0,16775289.0
4613,16775290.0,16775291.0
4614,16775294.0,16775293.0
4615,16775295.0,16775293.0
4616,16775297.0,16775292.0
4617,16775294.0,16775293.0
4618,16775294.0,16775293.0
4619,16775289.0,16775288.0
4620,16775286.0,16775285.0
4621,16775285.0,16775284.0
4622,16775281.0,16775282.0
4623,16775281.0,16775282.0
4624,16775278.0,16775275.0
4625,16775282.0,16775285.0
4626,16775279.0,16775282.0
4627,16775281.0,16775283.0
4628,16775289.0,16775289.0
4629,16775287.0,16775288.0
4630,16775285.0,16775288.0
4631,16775288.0,16775291.0
4632,16775287.0,16775288.0
4633,16775291.0,16775288.0
4634,16775290.0,16775288.0
4635,16775287.0,16775290.0
4636,16775287.0,16775292.0
4637,16775295.0,16775293.0
4638,16775287.0,16775290.0
4639,16775286.0,16775283.0
4640,16775279.0,16775285.0
4641,16775272.0,16775278.0
4642,16775282.0,16775281.0
4643,16775278.0,16775278.0
4644,16775280.0,16775282.0
4645,16775282.0,16775286.0
4646,16775281.0,16775285.0
4647,16775279.0,16775275.0
4648,16775273.0,16775268.0
4649,16775265.0,16775263.0
4650,16775257.0,16775256.0
4651,16775258.0,16775256.0
4652,16775258.0,16775256.0
4653,16775252.0,16775251.0
4654,16775253.0,16775256.0
4655,16775260.0,16775263.0
4656,16775267.0,16775268.0
4657,16775268.0,16775270.0
4658,16775266.0,16775269.0
4659,16775273.0,16775278.0
4660,16775272.0,16775279.0
4661,16775286.0,16775283.0
4662,16775282.0,16775286.0
4663,16775288.0,16775289.0
4664,16775290.0,16775290.0
4665,16775288.0,16775289.0
4666,16775290.0,16775291.0
4667,16775294.0,16775291.0
4668,16775291.0,16775290.0
4669,16775289.0,16775288.0
4670,16775281.0,16775282.0
4671,16775280.0,16775285.0
4672,16775284.0,16775288.0
4673,16775288.0,16775291.0
4674,16775287.0,16775290.0
4675,16775287.0,16775289.0
4676,16775285.0,16775289.0
4677,16775290.0,16775293.0
4678,16775289.0,16775290.0
4679,16775285.0,16775290.0
4680,16775290.0,16775290.0
4681,16775295.0,16775293.0
4682,16775292.0,16775289.0
4683,16775287.0,16775291.0
4684,16775291.0,16775291.0
4685,16775290.0,16775291.0
4686,16775293.0,16775293.0
4687,16775292.0,16775293.0
4688,16775292.0,16775288.0
4689,16775290.0,16775288.0
4690,16775287.0,16775288.0
4691,16775287.0,16775288.0
4692,16775286.0,16775291.0
4693,16775292.0,16775293.0
4694,16775290.0,16775288.0
4695,16775285.0,16775288.0
4696,16775284.0,16775285.0
4697,16775279.0,16775278.0
4698,16775279.0,16775282.0
4699,16775290.0,16775288.0
4700,16775282.0,16775282.0
4701,16775278.0,16775277.0
4702,16775285.0,16775288.0
4703,16775287.0,16775288.0
4704,16775288.0,16775288.0
4705,16775288.0,16775290.0
4706,16775291.0,16775288.0
4707,16775286.0,16775291.0
4708,16775280.0,16775285.0
4709,16775281.0,16775281.0
4710,16775280.0,16775282.0
4711,16775285.0,16775284.0
4712,16775287.0,16775291.0
4713,16775287.0,16775290.0
4714,16775287.0,16775290.0
4715,16775289.0,16775290.0
4716,16775289.0,16775290.0
4717,16775287.0,16775290.0
4718,16775290.0,16775291.0
4719,16775290.0,16775288.0
4720,16775280.0,16775286.0
4721,16775283.0,16775285.0
4722,16775287.0,16775289.0
4723,16775285.0,16775282.0
4724,16775278.0,16775278.0
4725,16775278.0,16775278.0
4726,16775281.0,16775282.0
4727,16775283.0,16775282.0
4728,16775283.0,16775283.0
4729,16775279.0,16775285.0
4730,16775288.0,16775292.0
4731,16775287.0,16775288.0
4732,16775290.0,16775289.0
4733,16775288.0,16775288.0
4734,16775288.0,16775288.0
4735,16775290.0,16775291.0
4736,16775289.0,16775288.0
4737,16775288.0,16775291.0
4738,16775285.0,16775289.0
4739,16775286.0,16775289.0
4740,16775291.0,16775291.0
4741,16775280.0,16775282.0
4742,16775282.0,16775283.0
4743,16775280.0,16775283.0
4744,16775280.0,16775275.0
4745,16775277.0,16775285.0
4746,16775279.0,16775283.0
4747,16775279.0,16775286.0
4748,16775286.0,16775289.0
4749,16775290.0,16775290.0
4750,16775288.0,16775288.0
4751,16775282.0,16775285.0
4752,16775279.0,16775276.0
4753,16775278.0,16775285.0
4754,16775282.0,16775285.0
4755,16775279.0,16775276.0
4756,16775274.0,16775275.0
4757,16775276.0,16775275.0
4758,16775273.0,16775276.0
4759,16775273.0,16775278.0
4760,16775278.0,16775281.0
4761,16775273.0,16775275.0
4762,16775272.0,16775276.0
4763,16775278.0,16775282.0
4764,16775282.0,16775283.0
4765,16775280.0,16775282.0
4766,16775273.0,16775278.0
4767,16775278.0,16775285.0
4768,16775280.0,16775285.0
4769,16775284.0,16775284.0
4770,16775286.0,16775290.0
4771,16775288.0,16775290.0
4772,16775296.0,16775294.0
4773,16775294.0,16775293.0
4774,16775300.0,16775293.0
4775,16775292.0,16775293.0
4776,16775298.0,16775294.0
4777,16775300.0,16775293.0
4778,16775291.0,16775291.0
4779,16775285.0,16775289.0
4780,16775285.0,16775288.0
4781,16775280.0,16775282.0
4782,16775273.0,16775278.0
4783,16775272.0,16775275.0
4784,16775274.0,16775276.0
4785,16775279.0,16775281.0
4786,16775287.0,16775288.0
4787,16775290.0,16775288.0
4788,16775280.0,16775282.0
4789,16775279.0,16775281.0
4790,16775283.0,16775282.0
4791,16775279.0,16775284.0
4792,16775278.0,16775278.0
4793,16775283.0,16775283.0
4794,16775279.0,16775283.0
4795,16775283.0,16775282.0
4796,16775286.0,16775282.0
4797,16775275.0,16775278.0
4798,16775279.0,16775282.0
4799,16775288.0,16775289.0
4800,16775285.0,16775288.0
4801,16775286.0,16775290.0
4802,16775291.0,16775288.0
4803,16775288.0,16775290.0
4804,16775288.0,16775290.0
4805,16775292.0,16775289.0
4806,16775288.0,16775291.0
4807,16775288.0,16775289.0
4808,16775290.0,16775291.0
4809,16775296.0,16775294.0
4810,16775293.0,16775291.0
4811,16775290.0,16775289.0
4812,16775282.0,16775282.0
4813,16775273.0,16775276.0
4814,16775283.0,16775285.0
4815,16775277.0,16775278.0
4816,16775269.0,16775269.0
4817,16775268.0,16775269.0
4818,16775261.0,16775263.0
4819,16775268.0,16775269.0
4820,16775268.0,16775269.0
4821,16775269.0,16775268.0
4822,16775265.0,16775263.0
4823,16775267.0,16775268.0
4824,16775268.0,16775262.0
4825,16775266.0,16775268.0
4826,16775274.0,16775278.0
4827,16775275.0,16775278.0
4828,16775286.0,16775292.0
4829,16775289.0,16775291.0
4830,16775286.0,16775289.0
4831,16775284.0,16775284.0
4832,16775277.0,16775282.0
4833,16775282.0,16775285.0
4834,16775289.0,16775289.0
4835,16775284.0,16775283.0
4836,16775279.0,16775283.0
4837,16775275.0,16775268.0
4838,16775272.0,16775269.0
4839,16775274.0,16775278.0
4840,16775285.0,16775283.0
4841,16775282.0,16775283.0
4842,16775283.0,16775286.0
4843,16775288.0,16775291.0
4844,16775289.0,16775289.0
4845,16775284.0,16775285.0
4846,16775276.0,16775278.0
4847,16775274.0,16775275.0
4848,16775278.0,16775282.0
4849,16775275.0,16775278.0
4850,16775275.0,16775278.0
4851,16775275.0,16775278.0
4852,16775274.0,16775278.0
4853,16775281.0,16775285.0
4854,16775284.0,16775283.0
4855,16775279.0,16775278.0
4856,16775281.0,16775278.0
4857,16775279.0,16775275.0
4858,16775267.0,16775269.0
4859,16775267.0,16775269.0
4860,16775266.0,16775268.0
4861,16775267.0,16775269.0
4862,16775267.0,16775262.0
4863,16775269.0,16775269.0
4864,16775268.0,16775268.0
4865,16775269.0,16775268.0
4866,16775267.0,16775268.0
4867,16775261.0,16775262.0
4868,16775261.0,16775262.0
4869,16775264.0,16775262.0
4870,16775260.0,16775262.0
4871,16775261.0,16775262.0
4872,16775268.0,16775270.0
4873,16775268.0,16775268.0
4874,16775266.0,16775269.0
4875,16775268.0,16775269.0
4876,16775268.0,16775267.0
4877,16775261.0,16775262.0
4878,16775253.0,16775256.0
4879,16775260.0,16775262.0
4880,16775266.0,16775267.0
4881,16775269.0,16775268.0
4882,16775265.0,16775262.0
4883,16775263.0,16775268.0
4884,16775274.0,16775278.0
4885,16775280.0,16775278.0
4886,16775274.0,16775276.0
4887,16775269.0,16775269.0
4888,16775267.0,16775262.0
4889,16775270.0,16775269.0
4890,16775268.0,16775268.0
4891,16775270.0,16775268.0
4892,16775272.0,16775269.0
4893,16775271.0,16775269.0
4894,16775273.0,16775269.0
4895,16775269.0,16775269.0
4896,16775268.0,16775269.0
4897,16775274.0,16775275.0
4898,16775269.0,16775268.0
4899,16775267.0,16775268.0
4900,16775268.0,16775269.0
4901,16775266.0,16775263.0
4902,16775267.0,16775269.0
4903,16775266.0,16775263.0
4904,16775265.0,16775268.0
4905,16775269.0,16775269.0
4906,16775271.0,16775276.0
4907,16775275.0,16775276.0
4908,16775276.0,16775277.0
4909,16775285.0,16775283.0
4910,16775285.0,16775285.0
4911,16775277.0,16775275.0
4912,16775276.0,16775276.0
4913,16775278.0,16775276.0
4914,16775269.0,16775269.0
4915,16775270.0,16775269.0
4916,16775277.0,16775275.0
4917,16775276.0,16775276.0
4918,16775273.0,16775275.0
4919,16775268.0,16775270.0
4920,16775268.0,16775269.0
4921,16775273.0,16775275.0
4922,16775274.0,16775278.0
4923,16775280.0,16775282.0
4924,16775274.0,16775276.0
4925,16775281.0,16775277.0
4926,16775269.0,16775268.0
4927,16775273.0,16775269.0
4928,16775274.0,16775276.0
4929,16775282.0,16775286.0
4930,16775283.0,16775285.0
4931,16775283.0,16775282.0
4932,16775277.0,16775275.0
4933,16775277.0,16775278.0
4934,16775279.0,16775278.0
4935,16775282.0,16775285.0
4936,16775276.0,16775275.0
4937,16775272.0,16775278.0
4938,16775276.0,16775275.0
4939,16775272.0,16775268.0
4940,16775270.0,16775269.0
4941,16775267.0,16775262.0
4942,16775261.0,16775255.0
4943,16775253.0,16775255.0
4944,16775259.0,16775255.0
4945,16775252.0,16775254.0
4946,16775257.0,16775255.0
4947,16775252.0,16775256.0
4948,16775257.0,16775255.0
4949,16775254.0,16775255.0
4950,16775251.0,16775254.0
4951,16775255.0,16775255.0
4952,16775255.0,16775255.0
4953,16775253.0,16775255.0
4954,16775261.0,16775263.0
4955,16775262.0,16775262.0
4956,16775260.0,16775263.0
4957,16775269.0,16775268.0
4958,16775272.0,16775275.0
4959,16775275.0,16775278.0
4960,16775287.0,16775289.0
4961,16775283.0,16775283.0
4962,16775287.0,16775283.0
4963,16775286.0,16775282.0
4964,16775274.0,16775276.0
4965,16775274.0,16775275.0
4966,16775272.0,16775275.0
4967,16775273.0,16775268.0
4968,16775266.0,16775262.0
4969,16775270.0,16775269.0
4970,16775271.0,16775270.0
4971,16775272.0,16775276.0
4972,16775268.0,16775269.0
4973,16775274.0,16775275.0
4974,16775276.0,16775276.0
4975,16775275.0,16775276.0
4976,16775271.0,16775269.0
4977,16775268.0,16775268.0
4978,16775268.0,16775262.0
4979,16775265.0,16775269.0
4980,16775268.0,16775270.0
4981,16775276.0,16775276.0
4982,16775269.0,16775269.0
4983,16775272.0,16775275.0
4984,16775270.0,16775269.0
4985,16775268.0,16775269.0
4986,16775269.0,16775269.0
4987,16775271.0,16775276.0
4988,16775275.0,16775279.0
4989,16775286.0,16775289.0
4990,16775283.0,16775286.0
4991,16775283.0,16775286.0
4992,16775285.0,16775282.0
4993,16775276.0,16775279.0
4994,16775278.0,16775279.0
4995,16775280.0,16775276.0
4996,16775274.0,16775269.0
4997,16775272.0,16775276.0
4998,16775280.0,16775282.0
4999,16775278.0,16775276.0
5000,16775272.0,16775276.0
5001,16775278.0,16775283.0
5002,16775281.0,16775282.0
5003,16775274.0,16775275.0
5004,16775269.0,16775268.0
5005,16775269.0,16775268.0
5006,16775271.0,16775278.0
5007,16775284.0,16775283.0
5008,16775282.0,16775283.0
5009,16775280.0,16775285.0
5010,16775283.0,16775286.0
5011,16775289.0,16775291.0
5012,16775287.0,16775288.0
5013,16775288.0,16775288.0
5014,16775286.0,16775289.0
5015,16775289.0,16775291.0
5016,16775288.0,16775289.0
5017,16775284.0,16775286.0
5018,16775277.0,16775277.0
5019,16775276.0,16775277.0
5020,16775286.0,16775288.0
5021,16775287.0,16775289.0
5022,16775283.0,16775282.0
5023,16775276.0,16775275.0
5024,16775275.0,16775279.0
5025,16775286.0,16775289.0
5026,16775292.0,16775295.0
5027,16775294.0,16775299.0
5028,16775295.0,16775300.0
5029,16775294.0,16775297.0
5030,16775289.0,16775284.0
5031,16775289.0,16775289.0
5032,16775291.0,16775289.0
5033,16775290.0,16775292.0
5034,16775294.0,16775299.0
5035,16775298.0,16775296.0
5036,16775297.0,16775296.0
5037,16775294.0,16775295.0
5038,16775287.0,16775287.0
5039,16775293.0,16775291.0
5040,16775288.0,16775288.0
5041,16775289.0,16775289.0
5042,16775291.0,16775292.0
5043,16775290.0,16775293.0
5044,16775295.0,16775296.0
5045,16775299.0,16775300.0
5046,16775304.0,16775302.0
5047,16775296.0,16775296.0
5048,16775295.0,16775298.0
5049,16775300.0,16775302.0
5050,16775300.0,16775299.0
5051,16775304.0,16775306.0
5052,16775303.0,16775304.0
5053,16775304.0,16775304.0
5054,16775301.0,16775298.0
5055,16775296.0,16775291.0
5056,16775291.0,16775295.0
5057,16775295.0,16775291.0
5058,16775296.0,16775291.0
5059,16775295.0,16775295.0
5060,16775296.0,16775298.0
5061,16775295.0,16775292.0
5062,16775288.0,16775284.0
5063,16775286.0,16775285.0
5064,16775290.0,16775290.0
5065,16775295.0,16775293.0
5066,16775294.0,16775293.0
5067,16775294.0,16775291.0
5068,16775293.0,16775290.0
5069,16775290.0,16775295.0
5070,16775300.0,16775302.0
5071,16775300.0,16775300.0
5072,16775298.0,16775294.0
5073,16775292.0,16775294.0
5074,16775297.0,16775298.0
5075,16775297.0,16775298.0
5076,16775296.0,16775296.0
5077,16775300.0,16775299.0
5078,16775307.0,16775307.0
5079,16775307.0,16775308.0
5080,16775308.0,16775306.0
5081,16775308.0,16775305.0
5082,16775307.0,16775305.0
5083,16775309.0,16775305.0
5084,16775307.0,16775308.0
5085,16775305.0,16775302.0
5086,16775301.0,16775299.0
5087,16775305.0,16775306.0
5088,16775299.0,16775299.0
5089,16775303.0,16775302.0
5090,16775301.0,16775298.0
5091,16775301.0,16775303.0
5092,16775297.0,16775303.0
5093,16775301.0,16775296.0
5094,16775293.0,16775298.0
5095,16775302.0,16775303.0
5096,16775290.0,16775290.0
5097,16775293.0,16775289.0
5098,16775287.0,16775283.0
5099,16775276.0,16775274.0
5100,16775274.0,16775275.0
5101,16775277.0,16775275.0
5102,16775275.0,16775280.0
5103,16775275.0,16775281.0
5104,16775274.0,16775274.0
5105,16775266.0,16775269.0
5106,16775267.0,16775267.0
5107,16775265.0,16775268.0
5108,16775255.0,16775255.0
5109,16775244.0,16775239.0
5110,16775237.0,16775234.0
5111,16775228.0,16775228.0
5112,16775227.0,16775221.0
5113,16775220.0,16775216.0
5114,16775219.0,16775214.0
5115,16775214.0,16775206.0
5116,16775171.0,16775167.0
5117,16775183.0,16775162.0
5118,16775168.0,16775162.0
5119,16775152.0,16775148.0
5120,16775158.0,16775140.0
5121,16775161.0,16775141.0
5122,16775138.0,16775120.0
5123,16775110.0,16775112.0
5124,16775115.0,16775112.0
5125,16775116.0,16775114.0
5126,16775109.0,16775105.0
5127,16775110.0,16775105.0
5128,16775109.0,16775109.0
5129,16775106.0,16775105.0
5130,16775104.0,16775099.0
5131,16775096.0,16775092.0
5132,16775092.0,16775093.0
5133,16775100.0,16775099.0
5134,16775110.0,16775106.0
5135,16775109.0,16775104.0
5136,16775099.0,16775094.0
5137,16775090.0,16775089.0
5138,16775085.0,16775085.0
5139,16775073.0,16775075.0
5140,16775068.0,16775071.0
5141,16775065.0,16775064.0
5142,16775051.0,16775056.0
5143,16775047.0,16775043.0
5144,16775035.0,16775032.0
5145,16775031.0,16775032.0
5146,16775017.0,16775022.0
5147,16775008.0,16775019.0
5148,16775003.0,16775004.0
5149,16774999.0,16775004.0
5150,16775000.0,16775004.0
5151,16774992.0,16774999.0
5152,16774984.0,16774988.0
5153,16774977.0,16774975.0
5154,16774972.0,16774968.0
5155,16774963.0,16774961.0
5156,16774963.0,16774952.0
5157,16774956.0,16774945.0
5158,16774955.0,16774939.0
5159,16774953.0,16774939.0
5160,16774952.0,16774938.0
5161,16774954.0,16774939.0
5162,16774948.0,16774932.0
5163,16774944.0,16774931.0
5164,16774947.0,16774932.0
5165,16774945.0,16774931.0
5166,16774944.0,16774930.0
5167,16774945.0,16774932.0
5168,16774949.0,16774930.0
5169,16774946.0,16774929.0
5170,16774942.0,16774932.0
5171,16774944.0,16774923.0
5172,16774945.0,16774930.0
5173,16774947.0,16774930.0
5174,16774941.0,16774924.0
5175,16774933.0,16774917.0
5176,16774939.0,16774923.0
5177,16774938.0,16774923.0
5178,16774939.0,16774922.0
5179,16774932.0,16774916.0
5180,16774922.0,16774907.0
5181,16774921.0,16774904.0
5182,16774917.0,16774903.0
5183,16774916.0,16774903.0
5184,16774916.0,16774903.0
5185,16774910.0,16774902.0
5186,16774907.0,16774902.0
5187,16774906.0,16774903.0
5188,16774904.0,16774901.0
5189,16774896.0,16774898.0
5190,16774898.0,16774898.0
5191,16774895.0,16774896.0
5192,16774888.0,16774892.0
5193,16774882.0,16774882.0
5194,16774882.0,16774882.0
5195,16774881.0,16774885.0
5196,16774881.0,16774881.0
5197,16774888.0,16774890.0
5198,16774883.0,16774885.0
5199,16774887.0,16774888.0
5200,16774887.0,16774891.0
5201,16774889.0,16774888.0
5202,16774883.0,16774882.0
5203,16774875.0,16774875.0
5204,16774873.0,16774873.0
5205,16774873.0,16774873.0
5206,16774874.0,16774873.0
5207,16774873.0,16774873.0
5208,16774869.0,16774866.0
5209,16774867.0,16774867.0
5210,16774869.0,16774867.0
5211,16774867.0,16774867.0
5212,16774868.0,16774866.0
5213,16774867.0,16774867.0
5214,16774870.0,16774873.0
5215,16774874.0,16774873.0
5216,16774873.0,16774868.0
5217,16774869.0,16774868.0
5218,16774868.0,16774862.0
5219,16774860.0,16774855.0
5220,16774853.0,16774844.0
5221,16774846.0,16774846.0
5222,16774848.0,16774839.0
5223,16774839.0,16774833.0
5224,16774834.0,16774836.0
5225,16774840.0,16774843.0
5226,16774839.0,16774837.0
5227,16774839.0,16774839.0
5228,16774841.0,16774840.0
5229,16774842.0,16774842.0
5230,16774847.0,16774845.0
5231,16774849.0,16774847.0
5232,16774850.0,16774846.0
5233,16774851.0,16774848.0
5234,16774857.0,16774857.0
5235,16774858.0,16774858.0
5236,16774852.0,16774852.0
5237,16774857.0,16774854.0
5238,16774857.0,16774856.0
5239,16774856.0,16774859.0
5240,16774864.0,16774859.0
5241,16774858.0,16774853.0
5242,16774856.0,16774854.0
5243,16774858.0,16774853.0
5244,16774858.0,16774854.0
5245,16774853.0,16774850.0
5246,16774845.0,16774842.0
5247,16774842.0,16774837.0
5248,16774834.0,16774830.0
5249,16774830.0,16774825.0
5250,16774823.0,16774816.0
5251,16774812.0,16774803.0
5252,16774803.0,16774797.0
5253,16774803.0,16774797.0
5254,16774803.0,16774796.0
5255,16774802.0,16774795.0
5256,16774797.0,16774792.0
5257,16774797.0,16774793.0
5258,16774797.0,16774787.0
5259,16774792.0,16774779.0
5260,16774784.0,16774773.0
5261,16774775.0,16774769.0
5262,16774774.0,16774769.0
5263,16774774.0,16774768.0
5264,16774769.0,16774762.0
5265,16774767.0,16774758.0
5266,16774767.0,16774758.0
5267,16774766.0,16774752.0
5268,16774764.0,16774754.0
5269,16774766.0,16774756.0
5270,16774766.0,16774755.0
5271,16774766.0,16774756.0
5272,16774767.0,16774753.0
5273,16774765.0,16774748.0
5274,16774761.0,16774747.0
5275,16774761.0,16774748.0
5276,16774762.0,16774748.0
5277,16774763.0,16774753.0
5278,16774766.0,16774760.0
5279,16774767.0,16774753.0
5280,16774763.0,16774753.0
5281,16774766.0,16774755.0
5282,16774764.0,16774754.0
5283,16774766.0,16774754.0
5284,16774765.0,16774750.0
5285,16774760.0,16774745.0
5286,16774760.0,16774745.0
5287,16774755.0,16774737.0
5288,16774754.0,16774739.0
5289,16774749.0,16774735.0
5290,16774748.0,16774735.0
5291,16774750.0,16774731.0
5292,16774749.0,16774731.0
5293,16774743.0,16774728.0
5294,16774737.0,16774724.0
5295,16774725.0,16774711.0
5296,16774723.0,16774712.0
5297,16774717.0,16774710.0
5298,16774716.0,16774708.0
5299,16774709.0,16774698.0
5300,16774704.0,16774696.0
5301,16774702.0,16774692.0
5302,16774697.0,16774695.0
5303,16774696.0,16774688.0
5304,16774692.0,16774684.0
5305,16774688.0,16774680.0
5306,16774682.0,16774680.0
5307,16774685.0,16774681.0
5308,16774685.0,16774680.0
5309,16774683.0,16774681.0
5310,16774685.0,16774676.0
5311,16774678.0,16774670.0
5312,16774668.0,16774670.0
5313,16774672.0,16774667.0
5314,16774666.0,16774661.0
5315,16774662.0,16774659.0
5316,16774659.0,16774655.0
5317,16774659.0,16774657.0
5318,16774657.0,16774652.0
5319,16774651.0,16774645.0
5320,16774643.0,16774636.0
5321,16774637.0,16774633.0
5322,16774637.0,16774628.0
5323,16774628.0,16774624.0
5324,16774617.0,16774610.0
5325,16774609.0,16774600.0
5326,16774600.0,16774594.0
5327,16774592.0,16774587.0
5328,16774583.0,16774576.0
5329,16774575.0,16774568.0
5330,16774572.0,16774555.0
5331,16774571.0,16774569.0
5332,16774572.0,16774566.0
5333,16774573.0,16774563.0
5334,16774574.0,16774566.0
5335,16774575.0,16774561.0
5336,16774574.0,16774553.0
5337,16774568.0,16774549.0
5338,16774569.0,16774547.0
5339,16774562.0,16774546.0
5340,16774562.0,16774544.0
5341,16774565.0,16774548.0
5342,16774563.0,16774548.0
5343,16774559.0,16774541.0
5344,16774552.0,16774540.0
5345,16774566.0,16774548.0
5346,16774571.0,16774551.0
5347,16774570.0,16774551.0
5348,16774569.0,16774550.0
5349,16774568.0,16774553.0
5350,16774567.0,16774545.0
5351,16774562.0,16774546.0
5352,16774568.0,16774553.0
5353,16774569.0,16774547.0
5354,16774561.0,16774545.0
5355,16774562.0,16774545.0
5356,16774557.0,16774538.0
5357,16774547.0,16774531.0
5358,16774543.0,16774527.0
5359,16774534.0,16774518.0
5360,16774532.0,16774517.0
5361,16774520.0,16774515.0
5362,16774505.0,16774499.0
5363,16774498.0,16774494.0
5364,16774487.0,16774481.0
5365,16774478.0,16774474.0
5366,16774473.0,16774467.0
5367,16774462.0,16774459.0
5368,16774455.0,16774455.0
5369,16774454.0,16774454.0
5370,16774459.0,16774455.0
5371,16774456.0,16774450.0
5372,16774450.0,16774442.0
5373,16774445.0,16774437.0
5374,16774437.0,16774430.0
5375,16774427.0,16774418.0
5376,16774415.0,16774413.0
5377,16774409.0,16774404.0
5378,16774399.0,16774391.0
5379,16774393.0,16774385.0
5380,16774388.0,16774381.0
5381,16774389.0,16774380.0
5382,16774384.0,16774374.0
5383,16774385.0,16774376.0
5384,16774384.0,16774370.0
5385,16774381.0,16774363.0
5386,16774381.0,16774371.0
5387,16774382.0,16774372.0
5388,16774381.0,16774372.0
5389,16774385.0,16774374.0
5390,16774384.0,16774371.0
5391,16774381.0,16774367.0
5392,16774383.0,16774367.0
5393,16774382.0,16774365.0
5394,16774378.0,16774364.0
5395,16774379.0,16774359.0
5396,16774379.0,16774358.0
5397,16774375.0,16774357.0
5398,16774376.0,16774357.0
