cycle,encoder_error_cw,encoder_error_ccw
1,0,10
2,17.0,13.0
3,18.0,13.0
4,18.0,13.0
5,18.0,13.0
6,16.0,13.0
7,17.0,6.0
8,14.0,2.0
9,11.0,2.0
10,11.0,-4.0
11,11.0,-5.0
12,10.0,-4.0
13,10.0,-5.0
14,11.0,-4.0
15,10.0,-4.0
16,10.0,-4.0
17,12.0,2.0
18,14.0,3.0
19,13.0,2.0
20,13.0,2.0
21,13.0,3.0
22,10.0,2.0
23,12.0,7.0
24,14.0,7.0
25,14.0,3.0
26,12.0,3.0
27,12.0,8.0
28,14.0,3.0
29,13.0,3.0
30,12.0,-3.0
31,11.0,-3.0
32,11.0,-4.0
33,9.0,-4.0
34,7.0,-4.0
35,7.0,-11.0
36,5.0,-10.0
37,7.0,-3.0
38,10.0,-4.0
39,10.0,-4.0
40,10.0,-4.0
41,8.0,3.0
42,11.0,2.0
43,11.0,-6.0
44,3.0,-11.0
45,7.0,-12.0
46,6.0,-11.0
47,3.0,-17.0
48,-2.0,-17.0
49,-1.0,-18.0
50,0.0,-18.0
51,-7.0,-22.0
52,-9.0,-21.0
53,-8.0,-22.0
54,-13.0,-24.0
55,-14.0,-24.0
56,-15.0,-26.0
57,-18.0,-26.0
58,-18.0,-26.0
59,-18.0,-26.0
60,-19.0,-26.0
61,-17.0,-26.0
62,-17.0,-26.0
63,-23.0,-31.0
64,-23.0,-31.0
65,-23.0,-30.0
66,-23.0,-28.0
67,-23.0,-29.0
68,-23.0,-31.0
69,-23.0,-31.0
70,-28.0,-37.0
71,-35.0,-42.0
72,-36.0,-42.0
73,-36.0,-43.0
74,-41.0,-50.0
75,-41.0,-50.0
76,-41.0,-50.0
77,-40.0,-52.0
78,-44.0,-52.0
79,-44.0,-50.0
80,-45.0,-51.0
81,-48.0,-56.0
82,-49.0,-55.0
83,-48.0,-55.0
84,-55.0,-62.0
85,-54.0,-62.0
86,-61.0,-64.0
87,-64.0,-70.0
88,-70.0,-73.0
89,-70.0,-76.0
90,-77.0,-80.0
91,-79.0,-82.0
92,-77.0,-83.0
93,-78.0,-82.0
94,-77.0,-76.0
95,-75.0,-77.0
96,-75.0,-83.0
97,-84.0,-89.0
98,-84.0,-90.0
99,-89.0,-90.0
100,-89.0,-89.0
101,-91.0,-90.0
102,-88.0,-89.0
103,-91.0,-86.0
104,-84.0,-86.0
105,-83.0,-81.0
106,-76.0,-79.0
107,-75.0,-75.0
108,-75.0,-75.0
109,-75.0,-81.0
110,-79.0,-81.0
111,-81.0,-81.0
112,-83.0,-89.0
113,-87.0,-81.0
114,-82.0,-81.0
115,-82.0,-80.0
116,-83.0,-82.0
117,-84.0,-87.0
118,-88.0,-88.0
119,-90.0,-93.0
120,-89.0,-88.0
121,-87.0,-86.0
122,-81.0,-81.0
123,-81.0,-81.0
124,-82.0,-81.0
125,-74.0,-74.0
126,-73.0,-73.0
127,-66.0,-67.0
128,-66.0,-68.0
129,-66.0,-68.0
130,-63.0,-67.0
131,-66.0,-75.0
132,-72.0,-79.0
133,-80.0,-81.0
134,-82.0,-80.0
135,-81.0,-78.0
136,-73.0,-75.0
137,-72.0,-75.0
138,-73.0,-82.0
139,-81.0,-80.0
140,-77.0,-77.0
141,-72.0,-76.0
142,-72.0,-70.0
143,-68.0,-69.0
144,-67.0,-69.0
145,-62.0,-69.0
146,-66.0,-69.0
147,-67.0,-69.0
148,-66.0,-70.0
149,-68.0,-70.0
150,-69.0,-69.0
151,-67.0,-70.0
152,-76.0,-82.0
153,-93.0,-88.0
154,-86.0,-86.0
155,-83.0,-80.0
156,-77.0,-80.0
157,-83.0,-80.0
158,-82.0,-80.0
159,-77.0,-80.0
160,-78.0,-80.0
161,-78.0,-78.0
162,-72.0,-81.0
163,-78.0,-79.0
164,-77.0,-80.0
165,-78.0,-85.0
166,-86.0,-84.0
167,-81.0,-80.0
168,-79.0,-79.0
169,-78.0,-79.0
170,-80.0,-80.0
171,-77.0,-79.0
172,-78.0,-79.0
173,-78.0,-79.0
174,-78.0,-76.0
175,-78.0,-79.0
176,-77.0,-79.0
177,-82.0,-79.0
178,-85.0,-85.0
179,-84.0,-84.0
180,-84.0,-79.0
181,-77.0,-80.0
182,-77.0,-78.0
183,-77.0,-78.0
184,-70.0,-73.0
185,-77.0,-79.0
186,-77.0,-84.0
187,-85.0,-85.0
188,-78.0,-78.0
189,-76.0,-79.0
190,-77.0,-79.0
191,-77.0,-78.0
192,-74.0,-78.0
193,-82.0,-85.0
194,-85.0,-85.0
195,-84.0,-86.0
196,-84.0,-85.0
197,-83.0,-79.0
198,-76.0,-80.0
199,-78.0,-80.0
200,-78.0,-80.0
201,-85.0,-85.0
202,-83.0,-86.0
203,-86.0,-84.0
204,-79.0,-80.0
205,-76.0,-73.0
206,-70.0,-72.0
207,-70.0,-73.0
208,-70.0,-73.0
209,-77.0,-80.0
210,-82.0,-86.0
211,-85.0,-85.0
212,-82.0,-86.0
213,-85.0,-86.0
214,-92.0,-85.0
215,-85.0,-84.0
216,-85.0,-84.0
217,-82.0,-80.0
218,-78.0,-80.0
219,-77.0,-79.0
220,-82.0,-80.0
221,-77.0,-80.0
222,-85.0,-85.0
223,-81.0,-80.0
224,-82.0,-86.0
225,-84.0,-80.0
226,-75.0,-73.0
227,-69.0,-73.0
228,-69.0,-73.0
229,-68.0,-73.0
230,-66.0,-68.0
231,-69.0,-74.0
232,-67.0,-69.0
233,-68.0,-68.0
234,-68.0,-68.0
235,-63.0,-68.0
236,-65.0,-68.0
237,-63.0,-68.0
238,-63.0,-68.0
239,-69.0,-73.0
240,-69.0,-73.0
241,-66.0,-68.0
242,-64.0,-68.0
243,-70.0,-73.0
244,-70.0,-73.0
245,-69.0,-67.0
246,-64.0,-74.0
247,-69.0,-73.0
248,-76.0,-81.0
249,-84.0,-86.0
250,-85.0,-86.0
251,-84.0,-86.0
252,-85.0,-80.0
253,-84.0,-85.0
254,-85.0,-85.0
255,-84.0,-82.0
256,-78.0,-74.0
257,-69.0,-69.0
258,-64.0,-62.0
259,-57.0,-64.0
260,-57.0,-64.0
261,-62.0,-72.0
262,-77.0,-76.0
263,-76.0,-76.0
264,-77.0,-77.0
265,-84.0,-77.0
266,-77.0,-84.0
267,-85.0,-84.0
268,-84.0,-84.0
269,-85.0,-84.0
270,-86.0,-84.0
271,-83.0,-81.0
272,-83.0,-81.0
273,-83.0,-87.0
274,-85.0,-89.0
275,-89.0,-89.0
276,-91.0,-89.0
277,-83.0,-82.0
278,-81.0,-79.0
279,-76.0,-75.0
280,-73.0,-75.0
281,-81.0,-82.0
282,-83.0,-82.0
283,-83.0,-83.0
284,-84.0,-87.0
285,-84.0,-82.0
286,-85.0,-82.0
287,-77.0,-82.0
288,-84.0,-82.0
289,-84.0,-82.0
290,-81.0,-82.0
291,-84.0,-81.0
292,-85.0,-82.0
293,-83.0,-82.0
294,-84.0,-81.0
295,-83.0,-81.0
296,-76.0,-81.0
297,-87.0,-87.0
298,-91.0,-87.0
299,-92.0,-96.0
300,-94.0,-95.0
301,-100.0,-102.0
302,-103.0,-110.0
303,-113.0,-115.0
304,-120.0,-123.0
305,-135.0,-139.0
306,-144.0,-148.0
307,-150.0,-154.0
308,-159.0,-160.0
309,-159.0,-159.0
310,-160.0,-167.0
311,-167.0,-177.0
312,-184.0,-188.0
313,-187.0,-189.0
314,-182.0,-188.0
315,-182.0,-187.0
316,-183.0,-188.0
317,-184.0,-188.0
318,-189.0,-189.0
319,-188.0,-190.0
320,-187.0,-190.0
321,-188.0,-190.0
322,-185.0,-189.0
323,-190.0,-196.0
324,-191.0,-195.0
325,-190.0,-189.0
326,-189.0,-191.0
327,-189.0,-190.0
328,-192.0,-193.0
329,-194.0,-197.0
330,-196.0,-205.0
331,-196.0,-205.0
332,-196.0,-205.0
333,-195.0,-204.0
334,-193.0,-205.0
335,-194.0,-198.0
336,-194.0,-198.0
337,-188.0,-200.0
338,-197.0,-199.0
339,-197.0,-206.0
340,-195.0,-206.0
341,-191.0,-198.0
342,-193.0,-198.0
343,-193.0,-197.0
344,-195.0,-199.0
345,-192.0,-199.0
346,-194.0,-199.0
347,-197.0,-206.0
348,-197.0,-207.0
349,-199.0,-206.0
350,-196.0,-206.0
351,-198.0,-212.0
352,-205.0,-227.0
353,-220.0,-238.0
354,-231.0,-241.0
355,-244.0,-249.0
356,-259.0,-268.0
357,-264.0,-267.0
358,-265.0,-268.0
359,-267.0,16776914.0
360,16776920.0,16776913.0
361,16776917.0,16776915.0
362,16776918.0,16776914.0
363,16776919.0,16776914.0
364,16776923.0,16776919.0
365,16776922.0,16776919.0
366,16776922.0,16776921.0
367,16776930.0,16776927.0
368,16776932.0,16776929.0
369,16776934.0,16776928.0
370,16776932.0,16776927.0
371,16776930.0,16776927.0
372,16776926.0,16776922.0
373,16776925.0,16776920.0
374,16776925.0,16776919.0
375,16776920.0,16776914.0
376,16776919.0,16776913.0
377,16776918.0,16776913.0
378,16776919.0,16776920.0
379,16776928.0,16776927.0
380,16776931.0,16776929.0
381,16776931.0,16776929.0
382,16776933.0,16776928.0
383,16776928.0,16776930.0
384,16776935.0,16776936.0
385,16776941.0,16776936.0
386,16776934.0,16776930.0
387,16776939.0,16776936.0
388,16776935.0,16776929.0
389,16776931.0,16776928.0
390,16776936.0,16776935.0
391,16776943.0,16776943.0
392,16776949.0,16776944.0
393,16776947.0,16776944.0
394,16776949.0,16776950.0
395,16776952.0,16776949.0
396,16776952.0,16776959.0
397,16776957.0,16776957.0
398,16776961.0,16776959.0
399,16776957.0,16776949.0
400,16776958.0,16776959.0
401,16776957.0,16776950.0
402,16776952.0,16776948.0
403,16776954.0,16776956.0
404,16776940.0,16776942.0
405,16776947.0,16776949.0
406,16776952.0,16776949.0
407,16776957.0,16776957.0
408,16776964.0,16776957.0
409,16776957.0,16776956.0
410,16776954.0,16776958.0
411,16776957.0,16776958.0
412,16776954.0,16776948.0
413,16776954.0,16776957.0
414,16776962.0,16776957.0
415,16776955.0,16776955.0
416,16776943.0,16776941.0
417,16776940.0,16776933.0
418,16776942.0,16776942.0
419,16776942.0,16776942.0
420,16776945.0,16776941.0
421,16776947.0,16776947.0
422,16776949.0,16776943.0
423,16776948.0,16776949.0
424,16776957.0,16776956.0
425,16776955.0,16776958.0
426,16776961.0,16776956.0
427,16776943.0,16776942.0
428,16776949.0,16776942.0
429,16776947.0,16776942.0
430,16776949.0,16776947.0
431,16776949.0,16776950.0
432,16776958.0,16776961.0
433,16776960.0,16776958.0
434,16776953.0,16776951.0
435,16776953.0,16776951.0
436,16776960.0,16776959.0
437,16776953.0,16776949.0
438,16776953.0,16776949.0
439,16776960.0,16776951.0
440,16776956.0,16776950.0
441,16776941.0,16776935.0
442,16776937.0,16776935.0
443,16776941.0,16776935.0
444,16776942.0,16776942.0
445,16776949.0,16776943.0
446,16776945.0,16776942.0
447,16776949.0,16776942.0
448,16776951.0,16776948.0
449,16776943.0,16776942.0
450,16776948.0,16776941.0
451,16776940.0,16776933.0
452,16776938.0,16776934.0
453,16776940.0,16776934.0
454,16776941.0,16776942.0
455,16776947.0,16776942.0
456,16776941.0,16776935.0
457,16776931.0,16776928.0
458,16776929.0,16776927.0
459,16776929.0,16776923.0
460,16776927.0,16776921.0
461,16776923.0,16776920.0
462,16776924.0,16776922.0
463,16776926.0,16776923.0
464,16776926.0,16776922.0
465,16776931.0,16776930.0
466,16776930.0,16776928.0
467,16776933.0,16776928.0
468,16776926.0,16776921.0
469,16776920.0,16776916.0
470,16776919.0,16776915.0
471,16776923.0,16776921.0
472,16776927.0,16776920.0
473,16776927.0,16776920.0
474,16776919.0,16776915.0
475,16776918.0,16776916.0
476,16776921.0,16776916.0
477,16776918.0,16776916.0
478,16776921.0,16776915.0
479,16776918.0,16776916.0
480,16776916.0,16776910.0
481,16776914.0,16776916.0
482,16776921.0,16776916.0
483,16776920.0,16776916.0
484,16776923.0,16776922.0
485,16776931.0,16776921.0
486,16776928.0,16776922.0
487,16776920.0,16776915.0
488,16776921.0,16776915.0
489,16776917.0,16776914.0
490,16776918.0,16776915.0
491,16776916.0,16776916.0
492,16776916.0,16776916.0
493,16776921.0,16776921.0
494,16776923.0,16776922.0
495,16776928.0,16776921.0
496,16776920.0,16776915.0
497,16776918.0,16776916.0
498,16776918.0,16776914.0
499,16776916.0,16776916.0
500,16776916.0,16776916.0
501,16776915.0,16776915.0
502,16776919.0,16776915.0
503,16776920.0,16776915.0
504,16776919.0,16776915.0
505,16776919.0,16776915.0
506,16776921.0,16776921.0
507,16776927.0,16776922.0
508,16776927.0,16776922.0
509,16776926.0,16776923.0
510,16776926.0,16776923.0
511,16776927.0,16776923.0
512,16776932.0,16776931.0
513,16776937.0,16776937.0
514,16776940.0,16776936.0
515,16776940.0,16776937.0
516,16776941.0,16776937.0
517,16776945.0,16776943.0
518,16776951.0,16776943.0
519,16776944.0,16776944.0
520,16776953.0,16776943.0
521,16776946.0,16776943.0
522,16776946.0,16776944.0
523,16776950.0,16776944.0
524,16776951.0,16776950.0
525,16776956.0,16776951.0
526,16776956.0,16776952.0
527,16776954.0,16776950.0
528,16776950.0,16776944.0
529,16776950.0,16776945.0
530,16776950.0,16776946.0
531,16776951.0,16776946.0
532,16776949.0,16776945.0
533,16776949.0,16776945.0
534,16776950.0,16776946.0
535,16776950.0,16776945.0
536,16776948.0,16776943.0
537,16776942.0,16776936.0
538,16776937.0,16776930.0
539,16776933.0,16776929.0
540,16776935.0,16776936.0
541,16776940.0,16776936.0
542,16776942.0,16776937.0
543,16776941.0,16776936.0
544,16776943.0,16776936.0
545,16776941.0,16776936.0
546,16776942.0,16776937.0
547,16776941.0,16776937.0
548,16776944.0,16776937.0
549,16776943.0,16776937.0
550,16776941.0,16776938.0
551,16776944.0,16776939.0
552,16776945.0,16776945.0
553,16776951.0,16776945.0
554,16776951.0,16776946.0
555,16776951.0,16776946.0
556,16776952.0,16776947.0
557,16776954.0,16776951.0
558,16776956.0,16776950.0
559,16776948.0,16776944.0
560,16776949.0,16776944.0
561,16776949.0,16776944.0
562,16776943.0,16776944.0
563,16776951.0,16776945.0
564,16776948.0,16776945.0
565,16776950.0,16776945.0
566,16776951.0,16776943.0
567,16776947.0,16776943.0
568,16776947.0,16776941.0
569,16776948.0,16776939.0
570,16776947.0,16776944.0
571,16776952.0,16776950.0
572,16776944.0,16776946.0
573,16776933.0,16776931.0
574,16776935.0,16776932.0
575,16776933.0,16776929.0
576,16776935.0,16776931.0
577,16776935.0,16776932.0
578,16776922.0,16776913.0
579,16776916.0,16776909.0
580,16776915.0,16776914.0
581,16776907.0,16776915.0
582,16776915.0,16776919.0
583,16776916.0,16776908.0
584,16776912.0,16776903.0
585,16776906.0,16776905.0
586,16776912.0,16776906.0
587,16776911.0,16776908.0
588,16776911.0,16776906.0
589,16776913.0,16776906.0
590,16776911.0,16776906.0
591,16776906.0,16776899.0
592,16776899.0,16776891.0
593,16776887.0,16776881.0
594,16776885.0,16776883.0
595,16776886.0,16776878.0
596,16776881.0,16776876.0
597,16776880.0,16776877.0
598,16776877.0,16776868.0
599,16776874.0,16776878.0
600,16776880.0,16776878.0
601,16776880.0,16776878.0
602,16776882.0,16776884.0
603,16776887.0,16776887.0
604,16776889.0,16776886.0
605,16776890.0,16776891.0
606,16776895.0,16776896.0
607,16776903.0,16776905.0
608,16776900.0,16776898.0
609,16776900.0,16776893.0
610,16776895.0,16776893.0
611,16776894.0,16776889.0
612,16776897.0,16776895.0
613,16776898.0,16776893.0
614,16776893.0,16776888.0
615,16776893.0,16776887.0
616,16776887.0,16776878.0
617,16776881.0,16776877.0
618,16776879.0,16776883.0
619,16776887.0,16776887.0
620,16776890.0,16776884.0
621,16776874.0,16776867.0
622,16776868.0,16776866.0
623,16776867.0,16776863.0
624,16776862.0,16776855.0
625,16776858.0,16776849.0
626,16776848.0,16776838.0
627,16776842.0,16776835.0
628,16776837.0,16776828.0
629,16776832.0,16776825.0
630,16776832.0,16776826.0
631,16776833.0,16776826.0
632,16776832.0,16776823.0
633,16776827.0,16776818.0
634,16776826.0,16776820.0
635,16776826.0,16776821.0
636,16776825.0,16776819.0
637,16776824.0,16776816.0
638,16776822.0,16776812.0
639,16776816.0,16776806.0
640,16776808.0,16776801.0
641,16776801.0,16776793.0
642,16776801.0,16776791.0
643,16776798.0,16776788.0
644,16776798.0,16776781.0
645,16776798.0,16776781.0
646,16776797.0,16776780.0
647,16776797.0,16776781.0
648,16776797.0,16776781.0
649,16776796.0,16776776.0
650,16776793.0,16776779.0
651,16776795.0,16776776.0
652,16776795.0,16776783.0
653,16776796.0,16776779.0
654,16776792.0,16776778.0
655,16776790.0,16776776.0
656,16776789.0,16776772.0
657,16776792.0,16776776.0
658,16776794.0,16776779.0
659,16776795.0,16776776.0
660,16776794.0,16776776.0
661,16776793.0,16776776.0
662,16776797.0,16776777.0
663,16776797.0,16776778.0
664,16776795.0,16776774.0
665,16776789.0,16776770.0
666,16776789.0,16776770.0
667,16776789.0,16776771.0
668,16776788.0,16776768.0
669,16776783.0,16776764.0
670,16776782.0,16776768.0
671,16776789.0,16776776.0
672,16776798.0,16776781.0
673,16776798.0,16776779.0
674,16776797.0,16776781.0
675,16776802.0,16776785.0
676,16776802.0,16776786.0
677,16776799.0,16776780.0
678,16776799.0,16776782.0
679,16776798.0,16776781.0
680,16776800.0,16776779.0
681,16776799.0,16776779.0
682,16776793.0,16776775.0
683,16776793.0,16776775.0
684,16776796.0,16776780.0
685,16776799.0,16776780.0
686,16776797.0,16776780.0
687,16776799.0,16776780.0
688,16776800.0,16776781.0
689,16776799.0,16776779.0
690,16776798.0,16776780.0
691,16776798.0,16776780.0
692,16776797.0,16776784.0
693,16776798.0,16776790.0
694,16776796.0,16776782.0
695,16776794.0,16776782.0
696,16776793.0,16776781.0
697,16776790.0,16776775.0
698,16776787.0,16776779.0
699,16776788.0,16776779.0
700,16776790.0,16776777.0
701,16776790.0,16776778.0
702,16776793.0,16776777.0
703,16776791.0,16776778.0
704,16776792.0,16776778.0
705,16776794.0,16776776.0
706,16776793.0,16776776.0
707,16776794.0,16776778.0
708,16776794.0,16776778.0
709,16776794.0,16776780.0
710,16776794.0,16776784.0
711,16776796.0,16776782.0
712,16776794.0,16776778.0
713,16776794.0,16776775.0
714,16776793.0,16776777.0
715,16776792.0,16776775.0
716,16776791.0,16776775.0
717,16776791.0,16776776.0
718,16776790.0,16776776.0
719,16776790.0,16776776.0
720,16776790.0,16776776.0
721,16776789.0,16776775.0
722,16776790.0,16776778.0
723,16776790.0,16776776.0
724,16776787.0,16776772.0
725,16776786.0,16776776.0
726,16776786.0,16776768.0
727,16776785.0,16776768.0
728,16776785.0,16776770.0
729,16776785.0,16776766.0
730,16776784.0,16776766.0
731,16776783.0,16776772.0
732,16776779.0,16776762.0
733,16776782.0,16776766.0
734,16776779.0,16776762.0
735,16776780.0,16776763.0
736,16776779.0,16776763.0
737,16776781.0,16776763.0
738,16776776.0,16776757.0
739,16776774.0,16776757.0
740,16776775.0,16776758.0
741,16776773.0,16776753.0
742,16776768.0,16776746.0
743,16776758.0,16776739.0
744,16776748.0,16776730.0
745,16776743.0,16776729.0
746,16776736.0,16776728.0
747,16776733.0,16776722.0
748,16776726.0,16776720.0
749,16776727.0,16776723.0
750,16776728.0,16776727.0
751,16776728.0,16776718.0
752,16776720.0,16776713.0
753,16776720.0,16776713.0
754,16776715.0,16776706.0
755,16776714.0,16776707.0
756,16776716.0,16776707.0
757,16776708.0,16776704.0
758,16776706.0,16776704.0
759,16776710.0,16776704.0
760,16776706.0,16776699.0
761,16776694.0,16776693.0
762,16776697.0,16776694.0
763,16776697.0,16776699.0
764,16776700.0,16776702.0
765,16776700.0,16776696.0
766,16776694.0,16776694.0
767,16776693.0,16776693.0
768,16776694.0,16776697.0
769,16776700.0,16776699.0
770,16776707.0,16776702.0
771,16776708.0,16776707.0
772,16776708.0,16776709.0
773,16776717.0,16776715.0
774,16776722.0,16776715.0
775,16776716.0,16776715.0
776,16776715.0,16776710.0
777,16776715.0,16776709.0
778,16776715.0,16776711.0
779,16776714.0,16776716.0
780,16776720.0,16776710.0
781,16776714.0,16776708.0
782,16776719.0,16776716.0
783,16776716.0,16776717.0
784,16776716.0,16776717.0
785,16776722.0,16776717.0
786,16776720.0,16776714.0
787,16776717.0,16776713.0
788,16776712.0,16776704.0
789,16776711.0,16776702.0
790,16776709.0,16776704.0
791,16776709.0,16776712.0
792,16776714.0,16776706.0
793,16776711.0,16776708.0
794,16776713.0,16776710.0
795,16776715.0,16776709.0
796,16776711.0,16776712.0
797,16776716.0,16776711.0
798,16776713.0,16776711.0
799,16776713.0,16776712.0
800,16776717.0,16776713.0
801,16776716.0,16776709.0
802,16776716.0,16776709.0
803,16776716.0,16776718.0
804,16776721.0,16776713.0
805,16776718.0,16776712.0
806,16776714.0,16776710.0
807,16776712.0,16776704.0
808,16776706.0,16776704.0
809,16776706.0,16776706.0
810,16776711.0,16776705.0
811,16776712.0,16776713.0
812,16776717.0,16776712.0
813,16776715.0,16776707.0
814,16776711.0,16776702.0
815,16776706.0,16776707.0
816,16776713.0,16776708.0
817,16776712.0,16776703.0
818,16776702.0,16776696.0
819,16776698.0,16776698.0
820,16776700.0,16776699.0
821,16776699.0,16776696.0
822,16776699.0,16776696.0
823,16776699.0,16776698.0
824,16776698.0,16776697.0
825,16776697.0,16776698.0
826,16776704.0,16776699.0
827,16776705.0,16776704.0
828,16776705.0,16776703.0
829,16776704.0,16776697.0
830,16776697.0,16776698.0
831,16776700.0,16776697.0
832,16776699.0,16776690.0
833,16776692.0,16776690.0
834,16776695.0,16776691.0
835,16776689.0,16776690.0
836,16776690.0,16776690.0
837,16776690.0,16776689.0
838,16776689.0,16776690.0
839,16776689.0,16776689.0
840,16776692.0,16776689.0
841,16776690.0,16776689.0
842,16776691.0,16776692.0
843,16776689.0,16776688.0
844,16776691.0,16776694.0
845,16776690.0,16776687.0
846,16776690.0,16776686.0
847,16776684.0,16776686.0
848,16776682.0,16776683.0
849,16776683.0,16776681.0
850,16776682.0,16776681.0
851,16776682.0,16776682.0
852,16776683.0,16776681.0
853,16776680.0,16776676.0
854,16776677.0,16776669.0
855,16776672.0,16776668.0
856,16776672.0,16776668.0
857,16776671.0,16776669.0
858,16776671.0,16776667.0
859,16776666.0,16776659.0
860,16776656.0,16776653.0
861,16776650.0,16776646.0
862,16776644.0,16776634.0
863,16776636.0,16776632.0
864,16776630.0,16776627.0
865,16776630.0,16776625.0
866,16776624.0,16776622.0
867,16776628.0,16776621.0
868,16776623.0,16776614.0
869,16776613.0,16776607.0
870,16776607.0,16776607.0
871,16776605.0,16776606.0
872,16776608.0,16776601.0
873,16776603.0,16776601.0
874,16776602.0,16776600.0
875,16776602.0,16776600.0
876,16776603.0,16776600.0
877,16776604.0,16776600.0
878,16776602.0,16776602.0
879,16776604.0,16776601.0
880,16776600.0,16776595.0
881,16776599.0,16776589.0
882,16776598.0,16776589.0
883,16776597.0,16776588.0
884,16776597.0,16776588.0
885,16776596.0,16776587.0
886,16776597.0,16776586.0
887,16776597.0,16776594.0
888,16776598.0,16776587.0
889,16776597.0,16776582.0
890,16776595.0,16776583.0
891,16776596.0,16776588.0
892,16776595.0,16776582.0
893,16776595.0,16776583.0
894,16776595.0,16776583.0
895,16776597.0,16776585.0
896,16776595.0,16776585.0
897,16776595.0,16776585.0
898,16776595.0,16776585.0
899,16776592.0,16776585.0
900,16776594.0,16776584.0
901,16776594.0,16776589.0
902,16776594.0,16776584.0
903,16776593.0,16776584.0
904,16776593.0,16776576.0
905,16776592.0,16776583.0
906,16776593.0,16776576.0
907,16776592.0,16776584.0
908,16776592.0,16776584.0
909,16776593.0,16776577.0
910,16776589.0,16776571.0
911,16776588.0,16776570.0
912,16776586.0,16776571.0
913,16776584.0,16776564.0
914,16776578.0,16776555.0
915,16776566.0,16776550.0
916,16776565.0,16776546.0
917,16776553.0,16776543.0
918,16776545.0,16776539.0
919,16776538.0,16776532.0
920,16776531.0,16776524.0
921,16776518.0,16776516.0
922,16776518.0,16776516.0
923,16776516.0,16776515.0
924,16776517.0,16776509.0
925,16776515.0,16776509.0
926,16776509.0,16776502.0
927,16776507.0,16776502.0
928,16776506.0,16776501.0
929,16776511.0,16776503.0
930,16776507.0,16776502.0
931,16776505.0,16776501.0
932,16776505.0,16776501.0
933,16776508.0,16776500.0
934,16776506.0,16776502.0
935,16776507.0,16776505.0
936,16776510.0,16776511.0
937,16776512.0,16776503.0
938,16776503.0,16776504.0
939,16776502.0,16776495.0
940,16776492.0,16776489.0
941,16776486.0,16776488.0
942,16776488.0,16776489.0
943,16776491.0,16776489.0
944,16776492.0,16776489.0
945,16776486.0,16776486.0
946,16776490.0,16776487.0
947,16776488.0,16776488.0
948,16776492.0,16776488.0
949,16776495.0,16776489.0
950,16776494.0,16776498.0
951,16776505.0,16776502.0
952,16776510.0,16776503.0
953,16776509.0,16776503.0
954,16776508.0,16776503.0
955,16776509.0,16776502.0
956,16776507.0,16776502.0
957,16776506.0,16776509.0
958,16776512.0,16776509.0
959,16776514.0,16776510.0
960,16776512.0,16776509.0
961,16776512.0,16776510.0
962,16776514.0,16776503.0
963,16776512.0,16776509.0
964,16776515.0,16776516.0
965,16776519.0,16776516.0
966,16776520.0,16776516.0
967,16776522.0,16776517.0
968,16776516.0,16776510.0
969,16776509.0,16776501.0
970,16776503.0,16776503.0
971,16776503.0,16776502.0
972,16776509.0,16776502.0
973,16776510.0,16776506.0
974,16776505.0,16776505.0
975,16776510.0,16776505.0
976,16776511.0,16776507.0
977,16776517.0,16776510.0
978,16776523.0,16776520.0
979,16776524.0,16776516.0
980,16776525.0,16776523.0
981,16776526.0,16776527.0
982,16776529.0,16776525.0
983,16776523.0,16776518.0
984,16776521.0,16776516.0
985,16776517.0,16776516.0
986,16776521.0,16776518.0
987,16776513.0,16776504.0
988,16776509.0,16776504.0
989,16776512.0,16776511.0
990,16776517.0,16776513.0
991,16776513.0,16776505.0
992,16776507.0,16776499.0
993,16776496.0,16776491.0
994,16776502.0,16776499.0
995,16776502.0,16776498.0
996,16776504.0,16776505.0
997,16776510.0,16776505.0
998,16776504.0,16776502.0
999,16776505.0,16776501.0
1000,16776500.0,16776498.0
1001,16776505.0,16776499.0
1002,16776500.0,16776492.0
1003,16776495.0,16776494.0
1004,16776498.0,16776493.0
1005,16776494.0,16776489.0
1006,16776493.0,16776488.0
1007,16776494.0,16776489.0
1008,16776486.0,16776487.0
1009,16776490.0,16776483.0
1010,16776489.0,16776482.0
1011,16776488.0,16776489.0
1012,16776490.0,16776484.0
1013,16776491.0,16776490.0
1014,16776497.0,16776496.0
1015,16776502.0,16776496.0
1016,16776502.0,16776497.0
1017,16776503.0,16776497.0
1018,16776497.0,16776492.0
1019,16776494.0,16776488.0
1020,16776491.0,16776487.0
1021,16776486.0,16776482.0
1022,16776483.0,16776480.0
1023,16776482.0,16776481.0
1024,16776488.0,16776485.0
1025,16776491.0,16776487.0
1026,16776485.0,16776485.0
1027,16776486.0,16776484.0
1028,16776489.0,16776486.0
1029,16776491.0,16776488.0
1030,16776490.0,16776485.0
1031,16776490.0,16776481.0
1032,16776483.0,16776474.0
1033,16776474.0,16776469.0
1034,16776472.0,16776462.0
1035,16776458.0,16776454.0
1036,16776453.0,16776444.0
1037,16776451.0,16776444.0
1038,16776452.0,16776443.0
1039,16776446.0,16776438.0
1040,16776445.0,16776436.0
1041,16776446.0,16776435.0
1042,16776444.0,16776436.0
1043,16776441.0,16776433.0
1044,16776440.0,16776428.0
1045,16776434.0,16776423.0
1046,16776422.0,16776411.0
1047,16776413.0,16776404.0
1048,16776408.0,16776394.0
1049,16776404.0,16776386.0
1050,16776401.0,16776383.0
1051,16776398.0,16776382.0
