step,timestamp,encoder,SIN_P,COS_P,SIN_N,COS_N,cycle,direction,theta,alpha,angle_error
26,2025-04-16 14:42:36,631,8938,12601,17425,13735,4,CW,146.367,146.1316362779417,-0.23536372205828116
27,2025-04-16 14:42:36,623,9036,12184,17336,14142,4,CW,151.974,151.68233434120083,-0.29166565879916106
28,2025-04-16 14:42:36,633,9174,11772,17197,14555,4,CW,157.671,157.3918731559479,-0.27912684405208665
29,2025-04-16 14:42:37,615,9342,11390,17019,14948,4,CW,163.206,162.95729749220834,-0.24870250779164849
30,2025-04-16 14:42:37,612,9555,11018,16812,15314,4,CW,168.714,168.52578331455334,-0.1882166854466618
31,2025-04-16 14:42:37,625,9807,10659,16567,15670,4,CW,174.339,174.24034791020642,-0.09865208979357476
32,2025-04-16 14:42:38,619,10079,10332,16285,16009,4,CW,179.91,179.92828568778975,0.018285687789756366
33,2025-04-16 14:42:38,632,10394,10023,15974,16317,4,CW,185.59799999999998,185.70246796631477,0.10446796631478605
34,2025-04-16 14:42:38,613,10726,9749,15649,16587,4,CW,191.11499999999998,191.30952867919984,0.1945286791998626
35,2025-04-16 14:42:38,630,11084,9508,15288,16841,4,CW,196.78499999999997,197.04882518400893,0.26382518400896515
36,2025-04-16 14:42:39,622,11456,9304,14915,17049,4,CW,202.38299999999998,202.64955309328207,0.2665530932820843
37,2025-04-16 14:42:39,624,11849,9133,14535,17214,4,CW,207.99899999999997,208.20062653845412,0.2016265384541498
38,2025-04-16 14:42:39,609,12240,9011,14138,17349,4,CW,213.47999999999996,213.6674111562195,0.1874111562195253
39,2025-04-16 14:42:40,621,12643,8928,13733,17440,4,CW,219.06899999999996,219.132577005666,0.06357700566604763
40,2025-04-16 14:42:40,625,13065,8876,13324,17484,4,CW,224.69399999999996,224.68024913865383,-0.01375086134612502
41,2025-04-16 14:42:40,620,13473,8878,12913,17496,4,CW,230.27399999999997,230.13126887800186,-0.14273112199811067
42,2025-04-16 14:42:41,628,13883,8920,12499,17462,4,CW,235.92599999999996,235.66123252415088,-0.26476747584908367
43,2025-04-16 14:42:41,614,14290,8998,12105,17379,4,CW,241.45199999999997,241.14658448879447,-0.3054155112054957
44,2025-04-16 14:42:41,628,14688,9123,11707,17263,4,CW,247.10399999999996,246.7558503933167,-0.34814960668325057
45,2025-04-16 14:42:41,624,15067,9291,11321,17108,4,CW,252.71999999999997,252.38047056236044,-0.33952943763952703
46,2025-04-16 14:42:42,614,15430,9487,10966,16910,4,CW,258.246,257.9504536809419,-0.2955463190580758
47,2025-04-16 14:42:42,617,15779,9719,10620,16681,4,CW,263.799,263.6391935358698,-0.1598064641301562
48,2025-04-16 14:42:42,623,16096,9988,10293,16422,4,CW,269.40599999999995,269.3274995903884,-0.07850040961153582
49,2025-04-16 14:42:43,630,16402,10287,9994,16120,4,CW,275.07599999999996,275.15435542194416,0.07835542194419531
50,2025-04-16 14:42:43,621,16674,10610,9727,15797,4,CW,280.66499999999996,280.8957741856955,0.230774185695509
51,2025-04-16 14:42:43,635,16908,10971,9478,15447,4,CW,286.37999999999994,286.74590455743396,0.36590455743402117
52,2025-04-16 14:42:43,617,17104,11333,9281,15083,4,CW,291.93299999999994,292.3445145477787,0.41151454777877916
53,2025-04-16 14:42:44,629,17272,11716,9121,14693,4,CW,297.59399999999994,298.0146136194412,0.4206136194412693
54,2025-04-16 14:42:44,617,17390,12117,8991,14304,4,CW,303.14699999999993,303.5771813860247,0.4301813860247421
55,2025-04-16 14:42:44,626,17469,12526,8907,13892,4,CW,308.78099999999995,309.1716824500912,0.3906824500912762
56,2025-04-16 14:42:45,628,17513,12943,8871,13466,4,CW,314.43299999999994,314.80510739682796,0.37210739682802796
57,2025-04-16 14:42:45,622,17506,13358,8870,13058,4,CW,320.03099999999995,320.2566865712339,0.22568657123395042
58,2025-04-16 14:42:45,637,17450,13782,8914,12636,4,CW,325.76399999999995,325.87954931634397,0.11554931634401555
59,2025-04-16 14:42:46,625,17366,14189,9009,12218,4,CW,331.38899999999995,331.43914357479406,0.050143574794105916
60,2025-04-16 14:42:46,639,17231,14600,9140,11810,4,CW,337.13999999999993,337.0997088752275,-0.04029112477240915
61,2025-04-16 14:42:46,624,17052,14991,9309,11424,4,CW,342.7559999999999,342.691111515157,-0.06488848484292475
62,2025-04-16 14:42:46,618,16847,15357,9519,11046,4,CW,348.3179999999999,348.2887418261672,-0.029258173832715784
63,2025-04-16 14:42:47,629,16602,15711,9764,10690,4,CW,353.9789999999999,353.9592828133268,-0.019717186673119613
64,2025-04-16 14:42:48,632,16314,16048,10038,10359,4,CW,359.6669999999999,359.70294857890343,0.03594857890351477
0,2025-04-16 14:42:50,-14,16303,16056,10049,10348,4,CCW,359.54099999999994,359.8929279739257,0.35192797392573993
1,2025-04-16 14:42:51,-600,16578,15732,9785,10663,4,CCW,354.14099999999996,354.38911022424526,0.24811022424529483
2,2025-04-16 14:42:51,-635,16828,15377,9532,11024,4,CCW,348.426,348.63342665114504,0.20742665114505598
3,2025-04-16 14:42:51,-627,17036,15007,9317,11403,4,CCW,342.783,342.97806569136554,0.19506569136552798
4,2025-04-16 14:42:52,-614,17214,14622,9151,11779,4,CCW,337.257,337.4891399138092,0.23213991380919197
5,2025-04-16 14:42:52,-632,17355,14215,9017,12187,4,CCW,331.569,331.83297394759734,0.2639739475973215
6,2025-04-16 14:42:52,-631,17445,13804,8916,12609,4,CCW,325.89000000000004,326.20589146879405,0.31589146879400687
7,2025-04-16 14:42:53,-633,17497,13382,8871,13027,4,CCW,320.19300000000004,320.6224477780195,0.429447778019437
8,2025-04-16 14:42:53,-619,17512,12966,8869,13439,4,CCW,314.622,315.136677647516,0.5146776475160095
9,2025-04-16 14:42:53,-637,17470,12548,8902,13869,4,CCW,308.889,309.4741773697292,0.5851773697291947
10,2025-04-16 14:42:53,-626,17392,12138,8983,14275,4,CCW,303.255,303.91809441976784,0.6630944197678446
11,2025-04-16 14:42:54,-629,17277,11734,9112,14674,4,CCW,297.594,298.28092219965856,0.6869221996585679
12,2025-04-16 14:42:54,-608,17116,11359,9264,15054,4,CCW,292.122,292.7647661216658,0.6427661216657725
13,2025-04-16 14:42:54,-625,16917,10991,9463,15424,4,CCW,286.497,287.08014692254085,0.5831469225408341
14,2025-04-16 14:42:55,-634,16685,10631,9707,15769,4,CCW,280.791,281.2897055066853,0.49870550668532587
15,2025-04-16 14:42:55,-620,16421,10308,9971,16096,4,CCW,275.211,275.57458356452275,0.36358356452274165
16,2025-04-16 14:42:55,-633,16113,10006,10270,16401,4,CCW,269.514,269.7088451196211,0.19484511962110673
17,2025-04-16 14:42:55,-616,15800,9737,10592,16658,4,CCW,263.97,264.0744979000839,0.10449790008385662
18,2025-04-16 14:42:56,-626,15452,9496,10941,16894,4,CCW,258.336,258.3125793300401,-0.02342066995993264
19,2025-04-16 14:42:56,-623,15081,9300,11299,17095,4,CCW,252.729,252.66528249040581,-0.06371750959419842
20,2025-04-16 14:42:56,-611,14709,9134,11675,17249,4,CCW,247.23000000000002,247.15029396322595,-0.07970603677406984
21,2025-04-16 14:42:57,-629,14318,9004,12076,17369,4,CCW,241.56900000000002,241.54487937079833,-0.02412062920168978
22,2025-04-16 14:42:57,-608,13913,8924,12464,17453,4,CCW,236.097,236.10489037006553,0.007890370065524621
23,2025-04-16 14:42:57,-628,13496,8879,12880,17487,4,CCW,230.44500000000002,230.50834010604467,0.06334010604464879
24,2025-04-16 14:42:58,-622,13086,8873,13294,17482,4,CCW,224.847,225.01915800932034,0.1721580093203272
25,2025-04-16 14:42:58,-632,12670,8918,13707,17440,4,CCW,219.15900000000002,219.48915983498182,0.33015983498179935
26,2025-04-16 14:42:58,-617,12259,9003,14108,17351,4,CCW,213.60600000000002,213.99769265338352,0.391692653383501
27,2025-04-16 14:42:58,-618,11870,9126,14510,17218,4,CCW,208.044,208.51142250337762,0.4674225033776054
28,2025-04-16 14:42:59,-596,11487,9284,14886,17057,4,CCW,202.68,203.0854383049416,0.4054383049415833
29,2025-04-16 14:42:59,-643,11103,9494,15259,16853,4,CCW,196.893,197.40782217140918,0.514822171409179
30,2025-04-16 14:42:59,-627,10747,9731,15623,16602,4,CCW,191.25,191.68709509512018,0.43709509512018485
31,2025-04-16 14:43:00,-606,10420,9995,15950,16334,4,CCW,185.796,186.14442269002393,0.3484226900239378
32,2025-04-16 14:43:00,-637,10098,10307,16259,16029,4,CCW,180.063,180.34573498792622,0.28273498792623286
33,2025-04-16 14:43:00,-622,9820,10635,16541,15694,4,CCW,174.46499999999997,174.6459867504858,0.1809867504858289
34,2025-04-16 14:43:00,-628,9572,10989,16797,15331,4,CCW,168.813,168.8925757472955,0.07957574729550743
35,2025-04-16 14:43:01,-617,9352,11366,17005,14965,4,CCW,163.26,163.26758596421428,0.007585964214285923
36,2025-04-16 14:43:01,-610,9177,11749,17180,14578,4,CCW,157.76999999999998,157.72012980687168,-0.049870193128299434
37,2025-04-16 14:43:01,-625,9042,12151,17322,14167,4,CCW,152.14499999999998,152.0834475871079,-0.0615524128920697
38,2025-04-16 14:43:02,-622,8944,12567,17420,13759,4,CCW,146.54699999999997,146.51944816889568,-0.02755183110429016
39,2025-04-16 14:43:02,-629,8886,12995,17471,13337,4,CCW,140.88599999999997,140.8775626446659,-0.008437355334081076
40,2025-04-16 14:43:02,-616,8882,13406,17486,12916,4,CCW,135.34199999999996,135.38115651955894,0.03915651955898625
41,2025-04-16 14:43:03,-635,8917,13829,17451,12495,4,CCW,129.62699999999995,129.76472833446155,0.13772833446159893
42,2025-04-16 14:43:03,-623,8988,14245,17372,12091,4,CCW,124.01999999999995,124.21250901428238,0.19250901428242173
43,2025-04-16 14:43:03,-625,9112,14645,17255,11686,4,CCW,118.39499999999995,118.58829243002418,0.19329243002422913
44,2025-04-16 14:43:03,-609,9271,15021,17102,11309,4,CCW,112.91399999999996,113.10494420067289,0.19094420067293072
45,2025-04-16 14:43:04,-623,9463,15397,16899,10947,4,CCW,107.30699999999996,107.44600448221172,0.1390044822117602
46,2025-04-16 14:43:04,-637,9697,15752,16665,10592,4,CCW,101.57399999999996,101.67400386429256,0.10000386429260288
47,2025-04-16 14:43:04,-619,9970,16071,16403,10267,4,CCW,96.00299999999996,95.9729591273524,-0.030040872647560946
48,2025-04-16 14:43:05,-640,10269,16381,16098,9969,4,CCW,90.24299999999995,90.1231292719695,-0.11987072803044896
49,2025-04-16 14:43:05,-620,10583,16649,15777,9706,4,CCW,84.66299999999995,84.47081187116083,-0.1921881288391205
50,2025-04-16 14:43:05,-630,10936,16882,15433,9466,4,CCW,78.99299999999995,78.7239617348863,-0.26903826511365025
51,2025-04-16 14:43:05,-629,11304,17086,15066,9270,4,CCW,73.33199999999995,73.02562200990116,-0.3063779900987953
52,2025-04-16 14:43:06,-618,11671,17251,14685,9115,4,CCW,67.76999999999995,67.50171097902654,-0.26828902097341256
53,2025-04-16 14:43:06,-631,12073,17374,14292,8987,4,CCW,62.09099999999995,61.86259082630687,-0.22840917369308045
54,2025-04-16 14:43:06,-621,12474,17455,13891,8907,4,CCW,56.50199999999995,56.35165576976067,-0.15034423023928412
55,2025-04-16 14:43:07,-636,12884,17504,13470,8872,4,CCW,50.777999999999956,50.746019386349644,-0.031980613650311795
56,2025-04-16 14:43:07,-629,13297,17501,13055,8873,4,CCW,45.116999999999955,45.21068721516383,0.09368721516387524
57,2025-04-16 14:43:07,-640,13721,17454,12639,8915,4,CCW,39.35699999999996,39.58286938625315,0.2258693862531942
58,2025-04-16 14:43:08,-623,14124,17372,12229,9008,4,CCW,33.74999999999996,34.05876707634923,0.3087670763492696
59,2025-04-16 14:43:08,-627,14519,17247,11827,9138,4,CCW,28.106999999999957,28.51101452885979,0.40401452885983247
60,2025-04-16 14:43:08,-612,14906,17082,11449,9297,4,CCW,22.598999999999958,23.011526501006813,0.4125265010068553
61,2025-04-16 14:43:08,-640,15285,16877,11071,9508,4,CCW,16.838999999999956,17.301447352007074,0.46244735200711773
62,2025-04-16 14:43:09,-636,15641,16638,10705,9757,4,CCW,11.114999999999956,11.543673540009024,0.42867354000906843
63,2025-04-16 14:43:09,-616,15973,16368,10379,10021,4,CCW,5.570999999999956,5.949167668903158,0.37816766890320164
64,2025-04-16 14:43:10,-641,16293,16059,10064,10330,4,CCW,-0.19800000000004303,0.10613926677638119,0.3041392667764242
0,2025-04-16 14:43:14,-8,16301,16053,10050,10349,5,CW,-0.072,-0.11497202118675887,-0.04297202118675887
1,2025-04-16 14:43:14,602,16002,16348,10358,10045,5,CW,5.345999999999999,5.508216958031028,0.16221695803102865
2,2025-04-16 14:43:15,620,15671,16619,10682,9776,5,CW,10.925999999999998,11.111458455395905,0.18545845539590644
3,2025-04-16 14:43:15,640,15305,16870,11043,9528,5,CW,16.686,16.935945470043862,0.24994547004386192
4,2025-04-16 14:43:15,627,14938,17070,11423,9315,5,CW,22.329,22.578713800408536,0.24971380040853575
5,2025-04-16 14:43:16,635,14546,17240,11814,9145,5,CW,28.044,28.228657082443533,0.18465708244353252
6,2025-04-16 14:43:16,614,14149,17371,12205,9017,5,CW,33.57,33.72531175660998,0.15531175660998287
7,2025-04-16 14:43:16,624,13748,17454,12615,8921,5,CW,39.186,39.239651957644924,0.0536519576449237
8,2025-04-16 14:43:17,636,13333,17501,13033,8874,5,CW,44.91,44.8219115244645,-0.08808847553549981
9,2025-04-16 14:43:17,627,12915,17510,13443,8872,5,CW,50.553,50.35408073263591,-0.19891926736409005
10,2025-04-16 14:43:17,636,12502,17467,13861,8904,5,CW,56.276999999999994,55.9487246939276,-0.32827530607239197
11,2025-04-16 14:43:17,623,12106,17383,14269,8980,5,CW,61.88399999999999,61.467794133123846,-0.41620586687614747
12,2025-04-16 14:43:18,634,11702,17263,14663,9109,5,CW,67.58999999999999,67.12061473373285,-0.46938526626713895
13,2025-04-16 14:43:18,632,11317,17101,15049,9265,5,CW,73.27799999999999,72.7807865522758,-0.4972134477241923
14,2025-04-16 14:43:18,617,10962,16900,15416,9454,5,CW,78.83099999999999,78.36533624626048,-0.46566375373950564
15,2025-04-16 14:43:19,622,10616,16671,15756,9687,5,CW,84.42899999999999,84.00609086885993,-0.42290913114005946
16,2025-04-16 14:43:19,626,10285,16404,16077,9951,5,CW,90.06299999999999,89.7459289463497,-0.3170710536502952
17,2025-04-16 14:43:19,634,9991,16100,16387,10243,5,CW,95.76899999999999,95.5337901026636,-0.23520989733638942
18,2025-04-16 14:43:19,624,9724,15776,16651,10568,5,CW,101.38499999999999,101.24403207453571,-0.14096792546428105
19,2025-04-16 14:43:20,638,9478,15421,16889,10925,5,CW,107.127,107.08986999331057,-0.03713000668942357
20,2025-04-16 14:43:20,618,9286,15055,17090,11282,5,CW,112.689,112.65367083778568,-0.03532916221431037
21,2025-04-16 14:43:20,629,9122,14665,17252,11669,5,CW,118.35,118.32371345416442,-0.02628654583557477
22,2025-04-16 14:43:21,615,8996,14273,17368,12068,5,CW,123.88499999999999,123.86157190538705,-0.02342809461293882
23,2025-04-16 14:43:21,626,8917,13857,17451,12475,5,CW,129.51899999999998,129.4484693136489,-0.07053068635107707
24,2025-04-16 14:43:21,624,8887,13434,17488,12892,5,CW,135.135,135.03548681891164,-0.09951318108835494
25,2025-04-16 14:43:22,619,8887,13022,17474,13313,5,CW,140.706,140.54013404074453,-0.16586595925545566
26,2025-04-16 14:43:22,632,8938,12597,17424,13734,5,CW,146.39399999999998,146.1513864654229,-0.24261353457708879
27,2025-04-16 14:43:22,621,9038,12180,17335,14142,5,CW,151.98299999999998,151.7118909390564,-0.2711090609435871
28,2025-04-16 14:43:22,632,9170,11777,17194,14556,5,CW,157.67099999999996,157.3644659456818,-0.3065340543181776
29,2025-04-16 14:43:23,615,9342,11390,17019,14946,5,CW,163.20599999999996,162.94499756808705,-0.26100243191291383
30,2025-04-16 14:43:23,614,9557,11014,16816,15311,5,CW,168.73199999999997,168.52434943525532,-0.20765056474465382
31,2025-04-16 14:43:23,623,9806,10660,16564,15676,5,CW,174.33899999999997,174.2741132429967,-0.06488675700327917
32,2025-04-16 14:43:24,623,10079,10332,16283,16010,5,CW,179.94599999999997,179.94151259880027,-0.004487401199696706
33,2025-04-16 14:43:24,628,10396,10022,15980,16314,5,CW,185.59799999999996,185.673499891289,0.07549989128904144
34,2025-04-16 14:43:24,612,10725,9751,15652,16590,5,CW,191.10599999999997,191.29130547024852,0.18530547024855082
35,2025-04-16 14:43:24,632,11083,9509,15286,16839,5,CW,196.79399999999995,197.04371870072828,0.24971870072832303
36,2025-04-16 14:43:25,622,11459,9303,14920,17043,5,CW,202.39199999999997,202.62284270340513,0.230842703405159
37,2025-04-16 14:43:25,625,11850,9134,14532,17216,5,CW,208.01699999999997,208.22625768792568,0.20925768792571375
38,2025-04-16 14:43:25,608,12236,9014,14136,17349,5,CW,213.48899999999998,213.64832763080494,0.1593276308049667
39,2025-04-16 14:43:26,621,12645,8925,13736,17435,5,CW,219.07799999999997,219.1222272603759,0.044227260375919286
40,2025-04-16 14:43:26,625,13065,8876,13326,17485,5,CW,224.70299999999997,224.66482521999387,-0.03817478000610208
41,2025-04-16 14:43:26,621,13473,8880,12911,17498,5,CW,230.29199999999997,230.14189506380944,-0.15010493619053022
42,2025-04-16 14:43:26,629,13886,8922,12495,17460,5,CW,235.95299999999997,235.70872601741686,-0.24427398258310973
43,2025-04-16 14:43:27,613,14292,8997,12103,17378,5,CW,241.46999999999997,241.1693701100802,-0.3006298899197759
44,2025-04-16 14:43:27,627,14687,9126,11704,17264,5,CW,247.11299999999997,246.76960046281056,-0.34339953718941274
45,2025-04-16 14:43:27,624,15066,9291,11321,17106,5,CW,252.72899999999998,252.37635583691042,-0.3526441630895647
46,2025-04-16 14:43:28,613,15435,9483,10967,16908,5,CW,258.246,257.96290558090027,-0.28309441909971156
47,2025-04-16 14:43:28,620,15778,9720,10618,16683,5,CW,263.82599999999996,263.63650863270726,-0.18949136729270322
48,2025-04-16 14:43:28,620,16095,9988,10293,16424,5,CW,269.40599999999995,269.30904500274636,-0.09695499725359014
49,2025-04-16 14:43:29,630,16403,10288,9994,16117,5,CW,275.07599999999996,275.1747707127743,0.09877071277435334
50,2025-04-16 14:43:29,621,16672,10609,9725,15799,5,CW,280.66499999999996,280.8751305399968,0.21013053999683962
51,2025-04-16 14:43:29,635,16905,10969,9477,15449,5,CW,286.37999999999994,286.71136109089986,0.33136109089991805
52,2025-04-16 14:43:29,618,17108,11330,9283,15081,5,CW,291.94199999999995,292.34014656991235,0.3981465699123987
53,2025-04-16 14:43:30,628,17273,11716,9119,14694,5,CW,297.59399999999994,298.01126306891,0.41726306891007425
54,2025-04-16 14:43:30,616,17389,12118,8989,14304,5,CW,303.1379999999999,303.5814968864935,0.44349688649356267
55,2025-04-16 14:43:30,628,17471,12528,8906,13889,5,CW,308.7899999999999,309.2041214485791,0.41412144857918065
56,2025-04-16 14:43:31,628,17514,12944,8871,13466,5,CW,314.4419999999999,314.80870732595184,0.36670732595194977
57,2025-04-16 14:43:31,621,17503,13358,8868,13060,5,CW,320.0309999999999,320.2404668180206,0.20946681802070088
58,2025-04-16 14:43:31,639,17450,13785,8916,12634,5,CW,325.78199999999987,325.91099650477423,0.12899650477436353
59,2025-04-16 14:43:31,624,17365,14189,9009,12217,5,CW,331.39799999999985,331.444318717908,0.04631871790815012
60,2025-04-16 14:43:32,638,17228,14600,9139,11812,5,CW,337.1399999999999,337.0890437660744,-0.05095623392548987
61,2025-04-16 14:43:32,623,17051,14990,9306,11423,5,CW,342.74699999999984,342.68334978883615,-0.06365021116369007
62,2025-04-16 14:43:32,618,16849,15356,9519,11047,5,CW,348.30899999999986,348.26867218489656,-0.040327815103296416
63,2025-04-16 14:43:33,629,16603,15709,9764,10693,5,CW,353.96999999999986,353.92697012810896,-0.043029871890894356
64,2025-04-16 14:43:33,633,16315,16049,10038,10362,5,CW,359.66699999999986,359.68700470345345,0.020004703453594175
0,2025-04-16 14:43:36,-15,16303,16058,10049,10346,5,CCW,359.53199999999987,359.9106044419005,0.37860444190062026
1,2025-04-16 14:43:37,-598,16578,15733,9783,10662,5,CCW,354.14999999999986,354.38988962480244,0.23988962480257214
2,2025-04-16 14:43:38,-636,16829,15377,9533,11022,5,CCW,348.4259999999999,348.6426504736251,0.21665047362523637
3,2025-04-16 14:43:38,-625,17037,15009,9316,11401,5,CCW,342.8009999999999,342.9940856505624,0.19308565056252291
4,2025-04-16 14:43:38,-616,17213,14626,9149,11780,5,CCW,337.2569999999999,337.5030953553765,0.24609535537661031
5,2025-04-16 14:43:38,-633,17355,14215,9015,12189,5,CCW,331.5599999999999,331.81438213140757,0.25438213140768084
6,2025-04-16 14:43:38,-629,17445,13805,8917,12607,5,CCW,325.8989999999999,326.2234289599844,0.32442895998451604
7,2025-04-16 14:43:38,-635,17497,13381,8870,13030,5,CCW,320.1839999999999,320.5925612827584,0.40856128275851233
8,2025-04-16 14:43:39,-619,17512,12965,8867,13440,5,CCW,314.6129999999999,315.1207693409883,0.5077693409884318
9,2025-04-16 14:43:39,-635,17471,12546,8900,13868,5,CCW,308.8979999999999,309.4670544051843,0.5690544051843744
10,2025-04-16 14:43:39,-630,17392,12136,8983,14279,5,CCW,303.2279999999999,303.8753323977368,0.6473323977369319
11,2025-04-16 14:43:40,-626,17277,11732,9111,14671,5,CCW,297.5939999999999,298.2855158305956,0.6915158305957334
12,2025-04-16 14:43:40,-606,17120,11355,9266,15054,5,CCW,292.1399999999999,292.74198941926966,0.6019894192697848
13,2025-04-16 14:43:40,-627,16917,10990,9463,15423,5,CCW,286.4969999999999,287.07587517453004,0.5788751745301397
14,2025-04-16 14:43:41,-636,16685,10631,9706,15771,5,CCW,280.7729999999999,281.2785104504271,0.5055104504272094
15,2025-04-16 14:43:41,-616,16422,10306,9973,16093,5,CCW,275.2289999999999,275.57073731963067,0.34173731963073806
16,2025-04-16 14:43:41,-635,16114,10006,10268,16401,5,CCW,269.51399999999995,269.7197731369883,0.20577313698834132
17,2025-04-16 14:43:41,-616,15797,9738,10592,16660,5,CCW,263.96999999999997,264.0498316467339,0.07983164673390775
18,2025-04-16 14:43:42,-626,15453,9495,10942,16891,5,CCW,258.33599999999996,258.31561477731566,-0.020385222684296878
19,2025-04-16 14:43:42,-623,15085,9297,11298,17094,5,CCW,252.72899999999996,252.68620900333525,-0.04279099666470643
20,2025-04-16 14:43:42,-614,14704,9134,11677,17252,5,CCW,247.20299999999995,247.09530250709406,-0.10769749290588493
21,2025-04-16 14:43:43,-621,14316,9005,12073,17367,5,CCW,241.61399999999995,241.55323531779032,-0.06076468220962283
22,2025-04-16 14:43:43,-615,13916,8923,12467,17452,5,CCW,236.07899999999995,236.10187730012132,0.02287730012136535
23,2025-04-16 14:43:43,-617,13498,8880,12878,17492,5,CCW,230.52599999999995,230.5304583925983,0.004458392598337468
24,2025-04-16 14:43:43,-630,13089,8872,13293,17481,5,CCW,224.85599999999997,225.04333932525992,0.18733932525995556
25,2025-04-16 14:43:44,-632,12672,8915,13709,17437,5,CCW,219.16799999999998,219.48708311492442,0.31908311492443886
26,2025-04-16 14:43:44,-615,12263,9003,14105,17355,5,CCW,213.63299999999998,214.04682532379593,0.4138253237959475
27,2025-04-16 14:43:44,-621,11865,9123,14508,17219,5,CCW,208.04399999999998,208.49939311275125,0.4553931127512669
28,2025-04-16 14:43:45,-600,11486,9285,14891,17054,5,CCW,202.64399999999998,203.03744116922917,0.3934411692291917
29,2025-04-16 14:43:45,-637,11103,9493,15259,16851,5,CCW,196.91099999999997,197.4035995593955,0.49259955939552924
30,2025-04-16 14:43:45,-628,10743,9732,15621,16603,5,CCW,191.259,191.6756130005682,0.41661300056821915
31,2025-04-16 14:43:46,-609,10420,9996,15950,16332,5,CCW,185.778,186.13084304742802,0.3528430474280242
32,2025-04-16 14:43:46,-634,10100,10306,16259,16029,5,CCW,180.072,180.35899884284868,0.28699884284867494
33,2025-04-16 14:43:46,-621,9820,10634,16539,15697,5,CCW,174.483,174.67444850304037,0.19144850304036254
34,2025-04-16 14:43:46,-630,9570,10988,16797,15331,5,CCW,168.81300000000002,168.8910451876825,0.07804518768247704
35,2025-04-16 14:43:47,-618,9353,11366,17007,14963,5,CCW,163.251,163.25251806260098,0.0015180626009794196
36,2025-04-16 14:43:47,-609,9177,11749,17179,14581,5,CCW,157.77,157.74041329965485,-0.029586700345163308
37,2025-04-16 14:43:47,-623,9042,12149,17323,14170,5,CCW,152.163,152.11320869475617,-0.04979130524384345
38,2025-04-16 14:43:48,-625,8947,12567,17420,13758,5,CCW,146.538,146.51505257071938,-0.022947429280634424
39,2025-04-16 14:43:48,-628,8885,12994,17469,13336,5,CCW,140.88600000000002,140.87701508699934,-0.008984913000688266
40,2025-04-16 14:43:48,-617,8881,13406,17487,12915,5,CCW,135.33300000000003,135.37427140126255,0.04127140126252016
41,2025-04-16 14:43:48,-632,8917,13829,17450,12496,5,CCW,129.64500000000004,129.76913476247734,0.12413476247729704
42,2025-04-16 14:43:49,-624,8989,14245,17370,12093,5,CCW,124.02900000000004,124.21921285014321,0.19021285014316902
43,2025-04-16 14:43:49,-626,9110,14645,17254,11684,5,CCW,118.39500000000004,118.57643213471704,0.18143213471699937
44,2025-04-16 14:43:49,-611,9270,15021,17101,11308,5,CCW,112.89600000000004,113.09718888824557,0.20118888824552528
45,2025-04-16 14:43:50,-622,9463,15397,16901,10946,5,CCW,107.29800000000004,107.44528964345858,0.14728964345853512
46,2025-04-16 14:43:50,-636,9698,15751,16662,10591,5,CCW,101.57400000000004,101.65601122319794,0.08201122319789533
47,2025-04-16 14:43:50,-621,9971,16073,16405,10266,5,CCW,95.98500000000004,95.9602504602297,-0.024749539770340334
48,2025-04-16 14:43:51,-639,10268,16380,16096,9969,5,CCW,90.23400000000004,90.12064519033072,-0.11335480966931755
49,2025-04-16 14:43:51,-619,10584,16650,15777,9707,5,CCW,84.66300000000004,84.4632602969362,-0.19973970306384103
50,2025-04-16 14:43:51,-631,10939,16884,15433,9466,5,CCW,78.98400000000004,78.69729520716487,-0.2867047928351667
51,2025-04-16 14:43:51,-630,11304,17085,15065,9270,5,CCW,73.31400000000004,73.0203909251926,-0.2936090748074349
52,2025-04-16 14:43:52,-617,11674,17250,14683,9115,5,CCW,67.76100000000004,67.47031776986745,-0.29068223013258887
53,2025-04-16 14:43:52,-629,12073,17373,14292,8986,5,CCW,62.10000000000004,61.860596084814574,-0.23940391518546278
54,2025-04-16 14:43:52,-622,12474,17455,13891,8905,5,CCW,56.50200000000004,56.34748012922262,-0.15451987077742046
55,2025-04-16 14:43:53,-634,12880,17502,13472,8871,5,CCW,50.796000000000035,50.78473625655096,-0.011263743449077879
56,2025-04-16 14:43:54,-630,13296,17502,13056,8871,5,CCW,45.12600000000003,45.22275529684816,0.09675529684813
57,2025-04-16 14:43:54,-642,13722,17456,12640,8915,5,CCW,39.348000000000035,39.58281570205679,0.23481570205675695
58,2025-04-16 14:43:54,-624,14124,17373,12228,9008,5,CCW,33.732000000000035,34.0521188847552,0.3201188847551677
59,2025-04-16 14:43:54,-625,14518,17247,11826,9135,5,CCW,28.107000000000035,28.515656861366892,0.4086568613668575
60,2025-04-16 14:43:54,-608,14906,17082,11453,9295,5,CCW,22.635000000000034,23.039529321575742,0.4045293215757084
61,2025-04-16 14:43:54,-645,15286,16877,11068,9507,5,CCW,16.830000000000034,17.280200831931268,0.45020083193123384
62,2025-04-16 14:43:55,-633,15641,16641,10706,9756,5,CCW,11.133000000000035,11.562821666016532,0.4298216660164975
63,2025-04-16 14:43:55,-617,15975,16369,10382,10020,5,CCW,5.580000000000035,5.961178145992903,0.3811781459928687
64,2025-04-16 14:43:56,-641,16291,16058,10063,10331,5,CCW,-0.18899999999996453,0.09914089620781397,0.2881408962077785
