step,timestamp,encoder,SIN_P,COS_P,SIN_N,COS_N,cycle,direction,theta,alpha,angle_error
60,2025-04-16 14:48:06,638,17233,14593,9138,11817,11,CW,337.04099999999994,336.9760063547437,-0.06499364525626561
61,2025-04-16 14:48:06,621,17062,14979,9305,11429,11,CW,342.62999999999994,342.5227583562723,-0.10724164372766154
62,2025-04-16 14:48:07,629,16849,15356,9516,11052,11,CW,348.29099999999994,348.20329783408704,-0.08770216591290136
63,2025-04-16 14:48:07,620,16604,15704,9756,10700,11,CW,353.8709999999999,353.8002913901722,-0.07070860982770455
64,2025-04-16 14:48:08,633,16326,16041,10034,10364,11,CW,359.5679999999999,359.54281214185573,-0.025187858144192887
0,2025-04-16 14:48:11,-27,16313,16050,10043,10351,11,CCW,359.32499999999993,359.7472201042423,0.42222010424234213
1,2025-04-16 14:48:11,-599,16583,15728,9776,10673,11,CCW,353.9339999999999,354.23020976790724,0.2962097679073281
2,2025-04-16 14:48:11,-635,16832,15371,9525,11033,11,CCW,348.21899999999994,348.48252256187925,0.2635225618793129
3,2025-04-16 14:48:12,-609,17042,15002,9318,11402,11,CCW,342.73799999999994,342.9117921550947,0.17379215509475898
4,2025-04-16 14:48:12,-637,17217,14614,9143,11794,11,CCW,337.00499999999994,337.2943638132882,0.28936381328827565
5,2025-04-16 14:48:12,-635,17357,14204,9010,12204,11,CCW,331.28999999999996,331.6119556454682,0.321955645468222
6,2025-04-16 14:48:12,-626,17451,13791,8917,12617,11,CCW,325.65599999999995,326.03615440743863,0.3801544074386811
7,2025-04-16 14:48:13,-638,17501,13368,8870,13042,11,CCW,319.91399999999993,320.40111178870904,0.48711178870911453
8,2025-04-16 14:48:13,-620,17506,12950,8864,13458,11,CCW,314.33399999999995,314.8754031407049,0.541403140704972
9,2025-04-16 14:48:13,-634,17472,12532,8902,13879,11,CCW,308.62799999999993,309.2753612892285,0.6473612892285701
10,2025-04-16 14:48:14,-626,17391,12122,8988,14287,11,CCW,302.9939999999999,303.695708935173,0.7017089351730874
11,2025-04-16 14:48:14,-613,17275,11728,9108,14680,11,CCW,297.4769999999999,298.17785849850765,0.7008584985077277
12,2025-04-16 14:48:14,-633,17110,11339,9275,15069,11,CCW,291.7799999999999,292.468628011591,0.6886280115911063
13,2025-04-16 14:48:14,-614,16917,10979,9472,15430,11,CCW,286.2539999999999,286.90972164812916,0.6557216481292585
14,2025-04-16 14:48:15,-636,16678,10622,9710,15785,11,CCW,280.5299999999999,281.0770664446459,0.5470664446459637
15,2025-04-16 14:48:15,-620,16411,10297,9979,16108,11,CCW,274.94999999999993,275.33934506958326,0.38934506958332804
16,2025-04-16 14:48:15,-634,16107,9994,10283,16410,11,CCW,269.2439999999999,269.4790319970841,0.23503199708420652
17,2025-04-16 14:48:16,-618,15787,9727,10600,16673,11,CCW,263.6819999999999,263.8197050188751,0.13770501887518094
18,2025-04-16 14:48:16,-623,15441,9491,10949,16903,11,CCW,258.07499999999993,258.1140781725462,0.039078172546282985
19,2025-04-16 14:48:16,-610,15082,9295,11306,17095,11,CCW,252.58499999999992,252.57521194922012,-0.009788050779803825
20,2025-04-16 14:48:17,-625,14698,9127,11688,17254,11,CCW,246.95999999999992,246.93146241480437,-0.02853758519555072
21,2025-04-16 14:48:17,-629,14303,9003,12084,17377,11,CCW,241.29899999999992,241.34165819464715,0.042658194647231085
22,2025-04-16 14:48:17,-607,13901,8918,12482,17455,11,CCW,235.83599999999993,235.86044883657772,0.024448836577789734
23,2025-04-16 14:48:17,-630,13488,8879,12895,17492,11,CCW,230.16599999999994,230.31649465785412,0.15049465785418192
24,2025-04-16 14:48:18,-619,13070,8875,13303,17486,11,CCW,224.59499999999994,224.8182302391051,0.22323023910516326
25,2025-04-16 14:48:18,-632,12656,8921,13720,17438,11,CCW,218.90699999999995,219.27378358441058,0.3667835844106264
26,2025-04-16 14:48:18,-603,12251,9005,14123,17348,11,CCW,213.47999999999996,213.8100059055712,0.3300059055712268
27,2025-04-16 14:48:19,-610,11860,9127,14511,17220,11,CCW,207.98999999999995,208.41414867871572,0.4241486787157669
28,2025-04-16 14:48:19,-639,11468,9295,14902,17051,11,CCW,202.23899999999995,202.80086294503735,0.5618629450374044
29,2025-04-16 14:48:19,-619,11096,9498,15272,16846,11,CCW,196.66799999999995,197.2310867938553,0.5630867938553479
30,2025-04-16 14:48:19,-630,10732,9739,15633,16599,11,CCW,190.99799999999996,191.48671004191158,0.4887100419116166
31,2025-04-16 14:48:20,-611,10407,10007,15960,16329,11,CCW,185.49899999999997,185.93435748011302,0.43535748011305486
32,2025-04-16 14:48:20,-634,10092,10315,16273,16015,11,CCW,179.79299999999998,180.12940714097238,0.33640714097239766
33,2025-04-16 14:48:21,-612,9810,10647,16554,15685,11,CCW,174.28499999999997,174.42551666083796,0.14051666083798864
34,2025-04-16 14:48:21,-624,9562,11001,16802,15327,11,CCW,168.66899999999998,168.73347186587444,0.0644718658744523
35,2025-04-16 14:48:21,-609,9355,11368,17012,14961,11,CCW,163.188,163.20320561822962,0.01520561822962918
36,2025-04-16 14:48:21,-629,9174,11759,17190,14568,11,CCW,157.527,157.55094975231418,0.02394975231419494
37,2025-04-16 14:48:22,-630,9037,12167,17327,14158,11,CCW,151.857,151.89151214848476,0.03451214848476525
38,2025-04-16 14:48:22,-606,8939,12579,17422,13743,11,CCW,146.403,146.31365176818542,-0.08934823181456863
39,2025-04-16 14:48:22,-645,8889,13008,17475,13316,11,CCW,140.59799999999998,140.63572500292383,0.037725002923849615
40,2025-04-16 14:48:22,-607,8879,13422,17486,12906,11,CCW,135.135,135.19216175789455,0.057161757894562015
41,2025-04-16 14:48:23,-640,8916,13844,17448,12481,11,CCW,129.375,129.5527579923272,0.17775799232720146
42,2025-04-16 14:48:23,-624,8995,14256,17369,12074,11,CCW,123.759,123.99402938386936,0.23502938386936023
43,2025-04-16 14:48:23,-614,9112,14652,17254,11682,11,CCW,118.233,118.49411312769445,0.2611131276944434
44,2025-04-16 14:48:24,-625,9272,15039,17093,11297,11,CCW,112.608,112.8690025547503,0.26100255475029144
45,2025-04-16 14:48:24,-617,9470,15408,16898,10931,11,CCW,107.055,107.23499489592291,0.17999489592290274
46,2025-04-16 14:48:24,-638,9712,15763,16659,10579,11,CCW,101.313,101.4298306099804,0.11683060998039707
47,2025-04-16 14:48:24,-622,9974,16089,16392,10259,11,CCW,95.715,95.74262390742831,0.027623907428306893
48,2025-04-16 14:48:25,-638,10278,16391,16090,9956,11,CCW,89.973,89.8995002055807,-0.07349979441930543
49,2025-04-16 14:48:25,-622,10600,16657,15768,9695,11,CCW,84.375,84.21728674452345,-0.15771325547655124
50,2025-04-16 14:48:25,-630,10946,16896,15418,9461,11,CCW,78.705,78.47577722274332,-0.2292227772566804
51,2025-04-16 14:48:26,-614,11307,17089,15061,9270,11,CCW,73.179,72.93117156312769,-0.24782843687231093
52,2025-04-16 14:48:26,-631,11691,17255,14674,9108,11,CCW,67.5,67.24125580198188,-0.2587441980181211
53,2025-04-16 14:48:26,-630,12086,17378,14276,8987,11,CCW,61.83,61.62821230068903,-0.20178769931096951
54,2025-04-16 14:48:27,-622,12483,17460,13876,8905,11,CCW,56.232,56.146008763472935,-0.08599123652706453
55,2025-04-16 14:48:27,-639,12901,17502,13460,8869,11,CCW,50.481,50.526336556830586,0.04533655683058413
56,2025-04-16 14:48:27,-628,13314,17501,13044,8872,11,CCW,44.829,44.98541369450578,0.1564136945057797
57,2025-04-16 14:48:27,-636,13732,17455,12628,8921,11,CCW,39.105000000000004,39.39527830775006,0.29027830775005725
58,2025-04-16 14:48:28,-626,14135,17368,12219,9008,11,CCW,33.471000000000004,33.879381586855516,0.40838158685551207
59,2025-04-16 14:48:28,-612,14525,17245,11826,9135,11,CCW,27.963000000000005,28.4323277773168,0.46932777731679565
60,2025-04-16 14:48:28,-636,14919,17079,11434,9305,11,CCW,22.239000000000004,22.777061623980444,0.5380616239804397
61,2025-04-16 14:48:29,-626,15294,16875,11060,9515,11,CCW,16.605000000000004,17.12263822363417,0.5176382236341652
62,2025-04-16 14:48:29,-638,15655,16629,10694,9760,11,CCW,10.863000000000003,11.330073679758584,0.46707367975858105
63,2025-04-16 14:48:29,-620,15985,16358,10364,10033,11,CCW,5.283000000000004,5.687488335683327,0.40448833568332265
64,2025-04-16 14:48:30,-638,16300,16051,10054,10345,11,CCW,-0.4589999999999961,-0.11227840962686741,0.34672159037312866
0,2025-04-16 14:48:34,-18,16310,16046,10045,10354,12,CW,-0.16199999999999998,-0.27020975096252187,-0.10820975096252189
1,2025-04-16 14:48:34,596,16011,16343,10346,10056,12,CW,5.202,5.299177865317631,0.09717786531763117
2,2025-04-16 14:48:34,622,15682,16613,10676,9780,12,CW,10.8,10.945530816005942,0.14553081600594098
3,2025-04-16 14:48:35,640,15319,16862,11036,9530,12,CW,16.560000000000002,16.745564667628457,0.18556466762845503
4,2025-04-16 14:48:35,629,14945,17068,11411,9322,12,CW,22.221000000000004,22.40163641658097,0.18063641658096685
5,2025-04-16 14:48:35,632,14556,17240,11804,9146,12,CW,27.909000000000002,28.062241854189267,0.15324185418926461
6,2025-04-16 14:48:36,626,14153,17368,12203,9015,12,CW,33.543,33.645694374084314,0.10269437408431514
7,2025-04-16 14:48:36,615,13757,17455,12603,8925,12,CW,39.077999999999996,39.05882651124625,-0.019173488753743584
8,2025-04-16 14:48:36,635,13340,17503,13020,8876,12,CW,44.79299999999999,44.64849414580783,-0.1445058541921611
9,2025-04-16 14:48:36,626,12930,17508,13436,8868,12,CW,50.42699999999999,50.166084047096774,-0.26091595290321834
10,2025-04-16 14:48:37,634,12516,17469,13853,8905,12,CW,56.132999999999996,55.76156745165599,-0.3714325483440035
11,2025-04-16 14:48:37,625,12113,17390,14256,8981,12,CW,61.757999999999996,61.28707361316367,-0.47092638683632515
12,2025-04-16 14:48:37,636,11712,17267,14659,9102,12,CW,67.482,66.966305784528,-0.5156942154719957
13,2025-04-16 14:48:38,626,11330,17106,15039,9259,12,CW,73.116,72.5684694113761,-0.5475305886238999
14,2025-04-16 14:48:38,631,10962,16907,15410,9455,12,CW,78.795,78.27076221191743,-0.5242377880825728
15,2025-04-16 14:48:38,609,10623,16679,15746,9678,12,CW,84.276,83.80613594835324,-0.46986405164675205
16,2025-04-16 14:48:39,630,10293,16408,16076,9941,12,CW,89.946,89.59943244221336,-0.34656755778664206
17,2025-04-16 14:48:39,635,9995,16109,16380,10241,12,CW,95.661,95.39188190758597,-0.2691180924140326
18,2025-04-16 14:48:39,622,9727,15785,16645,10558,12,CW,101.259,101.0687055466617,-0.19029445333829642
19,2025-04-16 14:48:39,639,9487,15434,16885,10912,12,CW,107.01,106.85919855664747,-0.15080144335253465
20,2025-04-16 14:48:40,618,9288,15064,17085,11274,12,CW,112.572,112.49621059321419,-0.07578940678581603
21,2025-04-16 14:48:40,629,9122,14677,17249,11662,12,CW,118.233,118.16398479270913,-0.06901520729087451
22,2025-04-16 14:48:40,626,9000,14273,17370,12063,12,CW,123.867,123.79325605213768,-0.07374394786232585
23,2025-04-16 14:48:41,614,8917,13869,17448,12467,12,CW,129.393,129.28176153685928,-0.11123846314072239
24,2025-04-16 14:48:41,627,8885,13447,17486,12883,12,CW,135.036,134.85785424784757,-0.17814575215243167
25,2025-04-16 14:48:41,618,8888,13031,17481,13301,12,CW,140.598,140.3679413335235,-0.2300586664765092
26,2025-04-16 14:48:41,628,8937,12609,17429,13723,12,CW,146.25,145.96350845044117,-0.28649154955883205
27,2025-04-16 14:48:42,625,9030,12195,17335,14138,12,CW,151.875,151.5451892150612,-0.32981078493878613
28,2025-04-16 14:48:42,632,9167,11783,17200,14547,12,CW,157.563,157.21829677828964,-0.34470322171034695
29,2025-04-16 14:48:42,615,9339,11394,17028,14937,12,CW,163.09799999999998,162.79988869240674,-0.29811130759324556
30,2025-04-16 14:48:43,622,9552,11021,16815,15314,12,CW,168.696,168.4527277740948,-0.24327222590520137
31,2025-04-16 14:48:43,608,9793,10673,16576,15664,12,CW,174.168,174.0079655608606,-0.16003443913939464
32,2025-04-16 14:48:43,629,10075,10337,16295,15999,12,CW,179.829,179.75518186300746,-0.0738181369925428
33,2025-04-16 14:48:44,626,10384,10029,15986,16312,12,CW,185.463,185.5067345976472,0.04373459764721588
34,2025-04-16 14:48:44,612,10715,9758,15658,16584,12,CW,190.971,191.11565562263002,0.14465562263001175
35,2025-04-16 14:48:44,634,11079,9513,15296,16833,12,CW,196.677,196.88949626153476,0.21249626153476697
36,2025-04-16 14:48:44,620,11448,9306,14926,17044,12,CW,202.257,202.47279222054954,0.21579222054953107
37,2025-04-16 14:48:45,629,11842,9139,14536,17215,12,CW,207.918,208.0951213905754,0.1771213905753939
38,2025-04-16 14:48:45,618,12239,9010,14140,17346,12,CW,213.48000000000002,213.59908094254922,0.11908094254920343
39,2025-04-16 14:48:45,607,12639,8926,13744,17436,12,CW,218.943,218.98544019010637,0.0424401901063618
40,2025-04-16 14:48:46,626,13054,8878,13331,17488,12,CW,224.577,224.51360696196207,-0.06339303803792973
41,2025-04-16 14:48:46,619,13464,8877,12925,17497,12,CW,230.148,229.9426146994359,-0.2053853005641031
42,2025-04-16 14:48:46,627,13877,8916,12510,17462,12,CW,235.791,235.49625652910672,-0.29474347089328035
43,2025-04-16 14:48:46,615,14281,8998,12109,17384,12,CW,241.326,241.00509164229481,-0.32090835770517856
44,2025-04-16 14:48:47,631,14680,9122,11711,17266,12,CW,247.005,246.6221590702235,-0.3828409297765063
45,2025-04-16 14:48:47,624,15067,9285,11331,17110,12,CW,252.62099999999998,252.2481063314332,-0.37289366856677475
46,2025-04-16 14:48:47,622,15432,9484,10963,16912,12,CW,258.219,257.91509623161375,-0.3039037683862489
47,2025-04-16 14:48:48,603,15766,9711,10627,16692,12,CW,263.646,263.40614467102125,-0.23985532897876283
48,2025-04-16 14:48:48,628,16093,9978,10301,16426,12,CW,269.298,269.162411676478,-0.135588323522029
49,2025-04-16 14:48:48,629,16395,10281,9999,16129,12,CW,274.959,274.97929134407167,0.020291344071665662
50,2025-04-16 14:48:49,619,16664,10605,9730,15810,12,CW,280.53000000000003,280.7015175069971,0.1715175069970769
51,2025-04-16 14:48:49,637,16906,10960,9483,15453,12,CW,286.26300000000003,286.580900778205,0.3179007782049439
52,2025-04-16 14:48:49,617,17101,11322,9286,15095,12,CW,291.81600000000003,292.14045334956086,0.3244533495608266
53,2025-04-16 14:48:49,630,17268,11712,9119,14706,12,CW,297.48600000000005,297.86338731006197,0.37738731006191983
54,2025-04-16 14:48:50,627,17393,12115,8991,14302,12,CW,303.129,303.54418932251906,0.4151893225190406
55,2025-04-16 14:48:50,615,17473,12517,8911,13902,12,CW,308.66400000000004,309.0095439206051,0.3455439206050528
56,2025-04-16 14:48:50,630,17511,12937,8870,13479,12,CW,314.33400000000006,314.6425118787696,0.30851187876953645
57,2025-04-16 14:48:51,620,17506,13348,8869,13066,12,CW,319.91400000000004,320.1018481732472,0.1878481732471755
58,2025-04-16 14:48:51,635,17459,13770,8916,12644,12,CW,325.629,325.7075920609066,0.07859206090660109
59,2025-04-16 14:48:51,630,17366,14184,9003,12228,12,CW,331.29900000000004,331.2991086836223,0.00010868362227256512
60,2025-04-16 14:48:51,637,17233,14593,9136,11819,12,CW,337.03200000000004,336.9525760850701,-0.07942391492991874
61,2025-04-16 14:48:52,623,17061,14982,9307,11430,12,CW,342.639,342.5363826251823,-0.1026173748177257
62,2025-04-16 14:48:52,628,16847,15353,9515,11052,12,CW,348.291,348.18340480406,-0.10759519594000722
63,2025-04-16 14:48:52,615,16610,15703,9755,10701,12,CW,353.826,353.7566783561696,-0.06932164383044892
64,2025-04-16 14:48:53,637,16326,16039,10035,10365,12,CW,359.559,359.52707542638086,-0.031924573619164676
0,2025-04-16 14:48:56,-28,16311,16047,10042,10351,12,CCW,359.307,359.7315630365496,0.4245630365495572
1,2025-04-16 14:48:56,-598,16581,15726,9776,10673,12,CCW,353.925,354.22164829140416,0.2966482914041535
2,2025-04-16 14:48:57,-626,16832,15372,9525,11030,12,CCW,348.291,348.4989500758902,0.20795007589020997
3,2025-04-16 14:48:57,-625,17041,15005,9319,11400,12,CCW,342.666,342.9406503549952,0.2746503549952308
4,2025-04-16 14:48:57,-626,17219,14617,9143,11791,12,CCW,337.032,337.32055743025614,0.2885574302561622
5,2025-04-16 14:48:58,-631,17357,14208,9010,12198,12,CCW,331.353,331.6690282311209,0.31602823112086753
6,2025-04-16 14:48:58,-630,17450,13794,8917,12614,12,CCW,325.683,326.0691417974676,0.38614179746758737
7,2025-04-16 14:48:58,-635,17502,13368,8869,13037,12,CCW,319.968,320.4264921774051,0.4584921774051054
8,2025-04-16 14:48:58,-618,17510,12962,8863,13451,12,CCW,314.406,314.9959922378696,0.5899922378695805
9,2025-04-16 14:48:59,-636,17469,12536,8904,13872,12,CCW,308.682,309.3351770067948,0.653177006794806
10,2025-04-16 14:48:59,-628,17391,12126,8986,14285,12,CCW,303.03000000000003,303.7306609331799,0.7006609331798472
11,2025-04-16 14:48:59,-619,17273,11731,9109,14679,12,CCW,297.459,298.1888553750813,0.7298553750812857
12,2025-04-16 14:49:00,-624,17111,11347,9271,15065,12,CCW,291.843,292.54906442585326,0.706064425853242
13,2025-04-16 14:49:00,-616,16918,10981,9468,15429,12,CCW,286.29900000000004,286.9372636541216,0.6382636541215447
14,2025-04-16 14:49:00,-635,16679,10626,9709,15780,12,CCW,280.58400000000006,281.1267830700301,0.5427830700300547
15,2025-04-16 14:49:01,-620,16413,10301,9975,16105,12,CCW,275.0040000000001,275.3945200516757,0.39052005167565085
16,2025-04-16 14:49:01,-635,16110,10000,10279,16407,12,CCW,269.2890000000001,269.5477357243777,0.25873572437757275
17,2025-04-16 14:49:01,-617,15792,9728,10598,16666,12,CCW,263.7360000000001,263.88227731632264,0.14627731632253926
18,2025-04-16 14:49:01,-621,15446,9492,10944,16901,12,CCW,258.1470000000001,258.1742787511514,0.027278751151300185
19,2025-04-16 14:49:02,-616,15085,9296,11302,17095,12,CCW,252.6030000000001,252.61185654450233,0.00885654450223683
20,2025-04-16 14:49:02,-623,14702,9128,11688,17252,12,CCW,246.9960000000001,246.95414010660653,-0.04185989339356411
21,2025-04-16 14:49:02,-621,14309,9004,12080,17374,12,CCW,241.4070000000001,241.4032724638741,-0.0037275361260071804
22,2025-04-16 14:49:03,-614,13910,8918,12476,17452,12,CCW,235.88100000000009,235.951888290581,0.0708882905809105
23,2025-04-16 14:49:03,-632,13490,8875,12891,17490,12,CCW,230.1930000000001,230.34391515909704,0.15091515909693953
24,2025-04-16 14:49:03,-616,13078,8875,13296,17485,12,CCW,224.6490000000001,224.9052492517004,0.256249251700325
25,2025-04-16 14:49:03,-633,12661,8919,13715,17437,12,CCW,218.95200000000008,219.32716410479907,0.37516410479898354
26,2025-04-16 14:49:04,-610,12257,9002,14118,17348,12,CCW,213.46200000000007,213.87134305194036,0.409343051940283
27,2025-04-16 14:49:04,-616,11864,9127,14511,17221,12,CCW,207.91800000000006,208.42662364858074,0.5086236485806808
28,2025-04-16 14:49:04,-622,11474,9291,14895,17055,12,CCW,202.32000000000005,202.88509354667406,0.5650935466740066
29,2025-04-16 14:49:05,-612,11104,9494,15268,16846,12,CCW,196.81200000000004,197.29668879137466,0.48468879137462295
30,2025-04-16 14:49:05,-642,10736,9737,15627,16601,12,CCW,191.03400000000005,191.53884593633393,0.5048459363338793
31,2025-04-16 14:49:05,-608,10411,10004,15957,16331,12,CCW,185.56200000000004,185.97350952552063,0.41150952552058584
32,2025-04-16 14:49:06,-636,10094,10312,16270,16019,12,CCW,179.83800000000005,180.16802776762188,0.3300277676218286
33,2025-04-16 14:49:06,-620,9813,10643,16548,15688,12,CCW,174.25800000000004,174.48005084278418,0.22205084278414233
34,2025-04-16 14:49:06,-620,9562,10999,16799,15333,12,CCW,168.67800000000003,168.77091954137086,0.0929195413708328
35,2025-04-16 14:49:06,-616,9351,11367,17009,14960,12,CCW,163.13400000000001,163.18284915071854,0.04884915071852447
36,2025-04-16 14:49:07,-620,9176,11758,17188,14569,12,CCW,157.554,157.55473534738678,0.0007353473867794946
37,2025-04-16 14:49:07,-625,9036,12163,17324,14164,12,CCW,151.929,151.9415083599156,0.012508359915585743
38,2025-04-16 14:49:07,-623,8940,12577,17421,13748,12,CCW,146.322,146.3446987995734,0.022698799573390716
39,2025-04-16 14:49:08,-629,8890,13003,17474,13325,12,CCW,140.661,140.71282704591363,0.05182704591362608
40,2025-04-16 14:49:08,-617,8880,13421,17481,12908,12,CCW,135.108,135.19481722748748,0.08681722748747234
41,2025-04-16 14:49:08,-631,8917,13842,17449,12489,12,CCW,129.429,129.60438292987487,0.17538292987487125
42,2025-04-16 14:49:08,-623,8993,14253,17374,12078,12,CCW,123.822,124.03779276255301,0.21579276255300783
43,2025-04-16 14:49:09,-617,9112,14650,17254,11684,12,CCW,118.269,118.50726908098596,0.23826908098595823
44,2025-04-16 14:49:09,-621,9274,15035,17099,11302,12,CCW,112.68,112.92433947709071,0.2443394770907048
45,2025-04-16 14:49:09,-621,9470,15402,16900,10936,12,CCW,107.09100000000001,107.29595109249738,0.20495109249736743
46,2025-04-16 14:49:10,-637,9708,15758,16660,10583,12,CCW,101.358,101.4903801685266,0.13238016852659484
47,2025-04-16 14:49:10,-621,9974,16083,16396,10263,12,CCW,95.769,95.80369266003004,0.03469266003003213
48,2025-04-16 14:49:10,-638,10275,16387,16092,9962,12,CCW,90.027,89.96386001685704,-0.06313998314296043
49,2025-04-16 14:49:11,-620,10596,16654,15772,9697,12,CCW,84.447,84.27544980742903,-0.17155019257097592
50,2025-04-16 14:49:11,-629,10943,16889,15424,9465,12,CCW,78.786,78.56194373140954,-0.22405626859045924
51,2025-04-16 14:49:11,-619,11305,17090,15063,9271,12,CCW,73.215,72.95106909391859,-0.2639309060814128
52,2025-04-16 14:49:11,-630,11685,17253,14681,9110,12,CCW,67.545,67.32921995080847,-0.2157800491915367
53,2025-04-16 14:49:12,-629,12083,17378,14280,8987,12,CCW,61.884,61.6702341258096,-0.2137658741904005
54,2025-04-16 14:49:12,-623,12480,17461,13881,8906,12,CCW,56.277,56.19565961833973,-0.08134038166026869
55,2025-04-16 14:49:12,-637,12899,17503,13462,8867,12,CCW,50.544000000000004,50.5484542269964,0.004454226996394084
56,2025-04-16 14:49:13,-629,13310,17502,13050,8873,12,CCW,44.883,45.04891711240998,0.16591711240997853
57,2025-04-16 14:49:13,-636,13726,17457,12629,8919,12,CCW,39.159000000000006,39.44154095586293,0.2825409558629275
58,2025-04-16 14:49:13,-625,14131,17372,12223,9005,12,CCW,33.534000000000006,33.93796478881029,0.40396478881028486
59,2025-04-16 14:49:13,-617,14525,17246,11828,9138,12,CCW,27.981000000000005,28.437122145207013,0.4561221452070079
60,2025-04-16 14:49:14,-629,14913,17080,11439,9305,12,CCW,22.320000000000007,22.842280310873093,0.5222803108730858
61,2025-04-16 14:49:14,-631,15292,16875,11060,9514,12,CCW,16.64100000000001,17.13310331463566,0.4921033146356528
62,2025-04-16 14:49:14,-636,15654,16632,10700,9758,12,CCW,10.917000000000009,11.382165924899311,0.46516592489930275
63,2025-04-16 14:49:15,-618,15980,16365,10372,10031,12,CCW,5.355000000000009,5.785955487590684,0.4309554875906745
64,2025-04-16 14:49:15,-640,16294,16056,10055,10341,12,CCW,-0.4049999999999905,-0.04285420688944441,0.36214579311054607
0,2025-04-16 14:49:20,-26,16314,16044,10044,10358,13,CW,-0.23399999999999999,-0.35932160050668926,-0.12532160050668928
1,2025-04-16 14:49:21,598,16015,16340,10342,10058,13,CW,5.148,5.200421456847835,0.052421456847834946
2,2025-04-16 14:49:21,621,15687,16612,10670,9782,13,CW,10.736999999999998,10.837987699383575,0.10098769938357677
3,2025-04-16 14:49:21,639,15323,16860,11031,9535,13,CW,16.488,16.633899613996675,0.14589961399667573
4,2025-04-16 14:49:21,628,14948,17066,11408,9323,13,CW,22.14,22.32054099307345,0.18054099307344984
5,2025-04-16 14:49:22,636,14559,17237,11802,9147,13,CW,27.864,27.98592718654777,0.12192718654776868
6,2025-04-16 14:49:22,626,14158,17368,12201,9017,13,CW,33.498,33.56125293340068,0.06325293340068328
7,2025-04-16 14:49:22,614,13760,17457,12602,8926,13,CW,39.024,38.99739008980828,-0.02660991019172343
8,2025-04-16 14:49:23,632,13343,17503,13018,8876,13,CW,44.712,44.579487010806815,-0.132512989193188
9,2025-04-16 14:49:23,628,12932,17506,13433,8867,13,CW,50.364000000000004,50.09767440623057,-0.2663255937694373
10,2025-04-16 14:49:23,634,12521,17469,13848,8903,13,CW,56.07000000000001,55.65791907805743,-0.4120809219425752
11,2025-04-16 14:49:24,623,12117,17390,14251,8978,13,CW,61.67700000000001,61.188279543852786,-0.48872045614722026
12,2025-04-16 14:49:24,639,11716,17268,14655,9100,13,CW,67.42800000000001,66.87369671390479,-0.5543032860952195
13,2025-04-16 14:49:24,627,11335,17109,15038,9257,13,CW,73.07100000000001,72.48247011880233,-0.5885298811976867
14,2025-04-16 14:49:24,630,10966,16907,15407,9453,13,CW,78.74100000000001,78.18848881176581,-0.552511188234206
15,2025-04-16 14:49:25,612,10628,16680,15747,9676,13,CW,84.24900000000001,83.73777338216183,-0.5112266178381759
16,2025-04-16 14:49:25,628,10296,16412,16068,9940,13,CW,89.90100000000001,89.48673907885825,-0.4142609211417607
17,2025-04-16 14:49:25,631,9997,16113,16375,10234,13,CW,95.58000000000001,95.27035870854024,-0.30964129145976926
18,2025-04-16 14:49:26,626,9731,15788,16644,10556,13,CW,101.21400000000001,100.98721727234886,-0.22678272765115537
19,2025-04-16 14:49:26,638,9487,15433,16886,10908,13,CW,106.95600000000002,106.81151077916309,-0.14448922083693105
20,2025-04-16 14:49:26,617,9291,15070,17083,11271,13,CW,112.50900000000001,112.39315912834178,-0.11584087165823576
21,2025-04-16 14:49:26,630,9124,14679,17248,11660,13,CW,118.17900000000002,118.0981939465463,-0.08080605345371339
22,2025-04-16 14:49:27,630,8999,14277,17370,12062,13,CW,123.84900000000002,123.72902558668602,-0.11997441331399727
23,2025-04-16 14:49:27,611,8921,13873,17445,12462,13,CW,129.348,129.18176038460376,-0.16623961539625043
24,2025-04-16 14:49:27,624,8882,13452,17487,12878,13,CW,134.964,134.75997031037411,-0.20402968962588375
25,2025-04-16 14:49:28,618,8887,13035,17480,13294,13,CW,140.526,140.26200802537534,-0.2639919746246733
26,2025-04-16 14:49:28,633,8935,12610,17431,13719,13,CW,146.223,145.8940474151504,-0.32895258484961687
27,2025-04-16 14:49:28,621,9028,12199,17338,14132,13,CW,151.812,151.44042294244053,-0.37157705755947745
28,2025-04-16 14:49:29,634,9165,11787,17200,14544,13,CW,157.518,157.13733027041758,-0.3806697295824222
29,2025-04-16 14:49:29,615,9340,11400,17029,14935,13,CW,163.053,162.71903150490743,-0.333968495092563
30,2025-04-16 14:49:29,622,9550,11023,16815,15310,13,CW,168.651,168.37898025301183,-0.2720197469881782
31,2025-04-16 14:49:29,612,9793,10673,16575,15660,13,CW,174.15900000000002,173.95754160437696,-0.20145839562306378
32,2025-04-16 14:49:30,625,10075,10339,16296,15998,13,CW,179.78400000000002,179.7030315518316,-0.08096844816842008
33,2025-04-16 14:49:30,626,10384,10032,15987,16305,13,CW,185.418,185.4249105707886,0.006910570788591031
34,2025-04-16 14:49:30,614,10711,9760,15662,16582,13,CW,190.94400000000002,191.02449387130946,0.08049387130944297
35,2025-04-16 14:49:31,631,11070,9513,15298,16830,13,CW,196.62300000000002,196.78376112817978,0.1607611281797574
36,2025-04-16 14:49:31,620,11442,9309,14932,17039,13,CW,202.20300000000003,202.34582199836711,0.14282199836708287
